Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Inventories Adjustments Allowances,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
66414071.0,66414071.0,1097300000.0,1264800000.0,819500000.0,2088200000.0,-2697800000.0,819500000.0,823400000.0,823400000.0,823400000.0,0.0,823400000.0,159300000.0,,,,664100000.0,664100000.0,5578000000.0,1119800000.0,,775500000.0,281300000.0,4458200000.0,970100000.0,,1264800000.0,1264800000.0,,292300000.0,1867700000.0,,0.0,1867700000.0,6401400000.0,4641000000.0,177500000.0,,42900000.0,,42900000.0,,,500000.0,3900000.0,3900000.0,,4384000000.0,,4384000000.0,8300000.0,4375700000.0,,,,,1760400000.0,123700000.0,,,482300000.0,,,,,,,862000000.0,,,292400000.0,124900000.0,167500000.0,,2024-03-31
66414071.0,66414071.0,1114200000.0,1265100000.0,985200000.0,2255200000.0,-2780400000.0,985200000.0,990100000.0,990100000.0,990500000.0,400000.0,990100000.0,326000000.0,,,,664100000.0,664100000.0,5267200000.0,887400000.0,,545100000.0,282900000.0,4379800000.0,1023000000.0,,1265100000.0,1265100000.0,,341200000.0,1662200000.0,,0.0,1662200000.0,6257700000.0,4658300000.0,194900000.0,,41600000.0,,41600000.0,,,500000.0,4900000.0,4900000.0,,4390000000.0,,4390000000.0,10800000.0,4379200000.0,,,,,1599400000.0,113900000.0,,,548400000.0,,,,,,,668900000.0,,,268200000.0,117300000.0,150900000.0,,2023-09-30
66414071.0,66414071.0,1205043000.0,1334526000.0,916826000.0,2252868000.0,-2893257000.0,916826000.0,918342000.0,918342000.0,918742000.0,400000.0,918342000.0,254200000.0,3442046000.0,-3961263000.0,681259000.0,664141000.0,664141000.0,5205801000.0,880148000.0,275611000.0,544947000.0,275600000.0,4325653000.0,706639000.0,35000.0,1334526000.0,1334526000.0,141127000.0,203322000.0,1684011000.0,43499000.0,0.0,1640512000.0,6124543000.0,4692147000.0,60794000.0,152303000.0,17826000.0,0.0,17826000.0,0.0,0.0,541000.0,1516000.0,1516000.0,0.0,4398051000.0,-2054336000.0,6452387000.0,5256000.0,205269000.0,1672739000.0,532389000.0,4036734000.0,0.0,1432396000.0,121100000.0,117348000.0,110398000.0,521366000.0,-12319000.0,1421000.0,105032000.0,302998000.0,124234000.0,10787000.0,543014000.0,-434660000.0,977674000.0,129483000.0,117300000.0,129483000.0,129483000.0,2023-03-31
