Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Other Payable,Non Current Prepaid Assets,Long Term Equity Investment,Investmentsin Associatesat Cost,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Restricted Cash,Prepaid Assets,Finished Goods,Work In Process,Raw Materials,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Financial
12047573.0,12047573.0,20547100000.0,20785000000.0,15803600000.0,39191000000.0,-164000000.0,15803600000.0,116700000.0,18522700000.0,21534200000.0,33916100000.0,15393400000.0,18522700000.0,18402200000.0,120500000.0,120500000.0,34977700000.0,4130100000.0,852300000.0,30600000.0,3113600000.0,102100000.0,3011500000.0,115300000.0,30847600000.0,3078600000.0,17671400000.0,14600000.0,17656800000.0,16900000.0,6485700000.0,431000000.0,6054700000.0,68893800000.0,38210200000.0,1191900000.0,5528900000.0,6890900000.0,6890900000.0,2719100000.0,2617700000.0,101400000.0,18750600000.0,18750600000.0,3040500000.0,15710100000.0,30683600000.0,5104100000.0,12447900000.0,44000000.0,84000000.0,11372700000.0,1630900000.0,1509700000.0,121200000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,
12047573.0,12047573.0,23235700000.0,23413700000.0,12123600000.0,35966700000.0,2651800000.0,12123600000.0,110100000.0,12663100000.0,19455300000.0,25906200000.0,13243100000.0,12663100000.0,12542600000.0,120500000.0,120500000.0,38876200000.0,8086000000.0,1034600000.0,38100000.0,6887700000.0,95500000.0,6792200000.0,107300000.0,30790200000.0,3476000000.0,16526000000.0,14600000.0,16511400000.0,14900000.0,6113300000.0,120500000.0,5992800000.0,64782400000.0,31340400000.0,1101200000.0,5537000000.0,5268000000.0,5268000000.0,539500000.0,438400000.0,101100000.0,15725600000.0,15725600000.0,2480000000.0,13245600000.0,33442000000.0,7252700000.0,11417200000.0,189400000.0,52500000.0,10811100000.0,3719100000.0,3651200000.0,67900000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,
11221127.0,11221127.0,22956800000.0,23293000000.0,10195900000.0,33867800000.0,3159100000.0,10195900000.0,112700000.0,10687500000.0,19564000000.0,23804500000.0,13117000000.0,10687500000.0,10575300000.0,112200000.0,112200000.0,38024500000.0,10135800000.0,711200000.0,41600000.0,8974600000.0,98100000.0,8876500000.0,110000000.0,27888700000.0,4206600000.0,14318400000.0,14600000.0,14303800000.0,13600000.0,6052800000.0,,6052800000.0,61829000000.0,30780800000.0,1292200000.0,6020900000.0,5069700000.0,5069700000.0,491600000.0,390500000.0,101100000.0,17646400000.0,17646400000.0,1629500000.0,16016900000.0,31047800000.0,7531300000.0,11300800000.0,294200000.0,49100000.0,8271000000.0,3601400000.0,3377900000.0,223500000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,
