Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Current Deferred Taxes Liabilities,Other Payable,Dividends Payable,Non Current Prepaid Assets,Held To Maturity Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Trading Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Properties,Restricted Cash,Prepaid Assets,Finished Goods,Work In Process,Raw Materials,Taxes Receivable,Cash Equivalents,Cash Financial
237149686.0,237149686.0,23791900000.0,33253200000.0,18757700000.0,51687300000.0,11213800000.0,18757700000.0,397300000.0,18831400000.0,24626600000.0,18895100000.0,63700000.0,18831400000.0,17645600000.0,1185800000.0,1185800000.0,98372000000.0,6207900000.0,6101300000.0,306100000.0,5795200000.0,84100000.0,92164100000.0,58593200000.0,27151900000.0,91200000.0,27060700000.0,185000000.0,5939900000.0,302400000.0,5637500000.0,117267100000.0,13889200000.0,2722100000.0,2677700000.0,4945800000.0,4945800000.0,105900000.0,73700000.0,73700000.0,1470800000.0,1470800000.0,22800000.0,1448000000.0,103377900000.0,3391200000.0,84650000000.0,,4943300000.0,10393400000.0,1329400000.0,9064000000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,
237149686.0,237149686.0,24351100000.0,30661900000.0,19472500000.0,49833900000.0,13718900000.0,19472500000.0,409700000.0,19581700000.0,25344800000.0,19647900000.0,66200000.0,19581700000.0,18395900000.0,1185800000.0,1185800000.0,91157500000.0,6191800000.0,6089700000.0,326600000.0,5763100000.0,78600000.0,84965700000.0,54379300000.0,24572200000.0,83100000.0,24489100000.0,98000000.0,5501100000.0,234800000.0,5266300000.0,110805400000.0,12120800000.0,1617500000.0,2661100000.0,4583000000.0,4583000000.0,106700000.0,109200000.0,109200000.0,1381400000.0,1381400000.0,16300000.0,1365100000.0,98684600000.0,3478800000.0,81793800000.0,363200000.0,5348200000.0,7700600000.0,1799500000.0,5901100000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,
237149686.0,237149686.0,25819300000.0,29436200000.0,19747600000.0,49136900000.0,14472400000.0,19747600000.0,167000000.0,19867700000.0,24531500000.0,19934000000.0,66300000.0,19867700000.0,18681900000.0,1185800000.0,1185800000.0,80618600000.0,4916700000.0,4785300000.0,121500000.0,4663800000.0,117800000.0,75701900000.0,45659200000.0,24650900000.0,45500000.0,24605400000.0,115300000.0,4979500000.0,68200000.0,4911300000.0,100552600000.0,10378300000.0,1076500000.0,2199400000.0,4412600000.0,4412600000.0,107900000.0,120100000.0,120100000.0,849100000.0,849100000.0,8300000.0,840800000.0,90174300000.0,3246500000.0,76229900000.0,,5320800000.0,5377100000.0,1927200000.0,3449900000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,
