Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Treasury Stock,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Payables,Other Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Current Assets,Other Current Assets,Other Receivables,Taxes Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
170492176.0,170492176.0,74017040000.0,85238720000.0,28040670000.0,111637220000.0,112711390000.0,28040670000.0,1645030000.0,28043530000.0,111637220000.0,28043530000.0,28043530000.0,26338600000.0,,,,1704930000.0,1704930000.0,87858730000.0,87719880000.0,157190000.0,,,93040000.0,85238720000.0,1645030000.0,83593690000.0,110090000.0,138850000.0,,,,138850000.0,138850000.0,115902260000.0,3052020000.0,345360000.0,,0.0,560110000.0,560110000.0,2860000.0,2860000.0,2143690000.0,,2143690000.0,,2143690000.0,,112850240000.0,,96931840000.0,131130000.0,15787270000.0,6210620000.0,9576650000.0,,,2024-03-31
170492176.0,170492176.0,71881940000.0,78915710000.0,18418300000.0,95882040000.0,13773470000.0,18418300000.0,1454620000.0,18420950000.0,49742720000.0,18420950000.0,18420950000.0,104980000.0,297560000.0,5018360000.0,9473770000.0,1401980000.0,1401980000.0,81892040000.0,32548170000.0,10000.0,64900000.0,97060000.0,,32483110000.0,1161340000.0,31321770000.0,,49343870000.0,46432600000.0,293280000.0,46139320000.0,246690000.0,246690000.0,100312990000.0,37195630000.0,43240000.0,128850000.0,73410000.0,3134350000.0,3134350000.0,2650000.0,2650000.0,1894280000.0,-422880000.0,2317160000.0,0.0,1343360000.0,973800000.0,63117340000.0,353100000.0,54682350000.0,128850000.0,7953040000.0,2373890000.0,5579150000.0,2038360000.0,3540790000.0,2023-09-30
170492176.0,170492176.0,57337210000.0,66231160000.0,16255570000.0,81190250000.0,13479840000.0,16255570000.0,1299400000.0,16258490000.0,43908430000.0,16258490000.0,16258490000.0,54340000.0,297560000.0,3393950000.0,9473770000.0,1401980000.0,1401980000.0,69033500000.0,28801750000.0,,36130000.0,64240000.0,,28690460000.0,1040520000.0,27649940000.0,,40231750000.0,37540700000.0,258880000.0,37281820000.0,183510000.0,183510000.0,85291990000.0,31580400000.0,670000.0,104600000.0,57750000.0,2980770000.0,2980770000.0,2920000.0,2920000.0,1716090000.0,-360390000.0,2076480000.0,0.0,1188170000.0,888310000.0,53711590000.0,242680000.0,44166750000.0,104600000.0,9197560000.0,1603010000.0,7594550000.0,4805650000.0,2788900000.0,2023-03-31
