Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Machinery Furniture Equipment,Current Assets,Other Current Assets,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
55244704.0,55244704.0,454992000.0,455221000.0,38320315000.0,38775880000.0,205318000.0,38320315000.0,38320659000.0,38775880000.0,38320659000.0,38320659000.0,38210168000.0,,,110491000.0,110491000.0,9136410000.0,9055670000.0,,8595970000.0,455221000.0,455221000.0,4479000.0,80740000.0,6831000.0,0.0,0.0,,4613000.0,,,,47457069000.0,47171011000.0,,0.0,47170664000.0,,,344000.0,,3000.0,,,,286058000.0,18682000.0,,435000.0,266712000.0,0.0,229000.0,,229000.0,,2024-03-31
55244704.0,55244704.0,427423000.0,430478000.0,31276086000.0,31706953000.0,217098000.0,31276086000.0,31276475000.0,31706953000.0,31276475000.0,31276475000.0,31165984000.0,,,110491000.0,110491000.0,7579537000.0,7462721000.0,,7027368000.0,430478000.0,430478000.0,4875000.0,116816000.0,723000.0,0.0,0.0,,4780000.0,,,,38856012000.0,38522098000.0,,0.0,38521705000.0,,,389000.0,,4000.0,,,,333914000.0,18239000.0,,711000.0,275542000.0,0.0,39422000.0,36367000.0,3055000.0,,2023-09-30
55245354.0,55245354.0,5860207000.0,5864794000.0,22505545000.0,28370773000.0,-775723000.0,22505545000.0,22505979000.0,27442261000.0,22505979000.0,22505979000.0,22395488000.0,-832622000.0,1969704000.0,110491000.0,110491000.0,11072773000.0,10026618000.0,3943000.0,5086393000.0,4936282000.0,4936282000.0,3943000.0,1046155000.0,28548000.0,928512000.0,928512000.0,5706000.0,4629000.0,43960000.0,28548000.0,15412000.0,33578752000.0,33308320000.0,167447000.0,273007000.0,32867320000.0,32546521000.0,320799000.0,434000.0,434000.0,12000.0,-69000.0,81000.0,81000.0,270432000.0,249490000.0,249490000.0,844000.0,6368000.0,9143000.0,4587000.0,9143000.0,4587000.0,4587000.0,2023-03-31
