Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
34972836.0,34972836.0,790882000.0,855678000.0,4460435000.0,5374456000.0,2194589000.0,4460435000.0,4518778000.0,4575027000.0,4518778000.0,4518778000.0,4343914000.0,,,174864000.0,174864000.0,2643442000.0,183480000.0,,,114857000.0,56249000.0,56249000.0,12374000.0,2459962000.0,554567000.0,799429000.0,799429000.0,,137818000.0,824902000.0,,,13782000.0,811120000.0,7162220000.0,2507670000.0,35118000.0,,,366254000.0,,,58343000.0,49980000.0,8363000.0,2034583000.0,,2034583000.0,243254000.0,1791329000.0,,,,,4654551000.0,414066000.0,,,2386717000.0,,,4266000.0,0.0,991515000.0,,,857987000.0,793191000.0,64796000.0,,2024-03-31
34972836.0,34972836.0,795681000.0,837503000.0,4230199000.0,5138053000.0,2150038000.0,4230199000.0,4300550000.0,4384052000.0,4300550000.0,4300550000.0,4125686000.0,,,174864000.0,174864000.0,2963773000.0,208724000.0,1000.0,,114182000.0,83502000.0,83502000.0,11039000.0,2755049000.0,561845000.0,754001000.0,754001000.0,,199246000.0,1072446000.0,,,0.0,1072446000.0,7264323000.0,2359236000.0,131240000.0,,,379864000.0,,,70351000.0,61988000.0,8363000.0,1766878000.0,,1766878000.0,181571000.0,1585307000.0,,,,,4905087000.0,460242000.0,,,2221852000.0,,,5340000.0,15926000.0,1088614000.0,,,1113113000.0,1071291000.0,41822000.0,,2023-09-30
33591106.0,33591106.0,721142000.0,740384000.0,3754694000.0,4575309000.0,1972537000.0,3754694000.0,3834925000.0,3946474000.0,3834925000.0,3834925000.0,113647000.0,2273561000.0,606580000.0,167956000.0,167956000.0,2512977000.0,235803000.0,1000.0,10782000.0,113471000.0,111549000.0,111549000.0,10782000.0,2277174000.0,14917000.0,628835000.0,628835000.0,1943000.0,165224000.0,945609000.0,117263000.0,2473000.0,17283000.0,808590000.0,6347902000.0,2098191000.0,-1273000.0,15139000.0,7694000.0,246217000.0,2610000.0,243607000.0,80231000.0,71868000.0,8363000.0,1750183000.0,-904946000.0,2655129000.0,146503000.0,1610046000.0,1529943000.0,698089000.0,280594000.0,0.0,4249711000.0,11517000.0,49068000.0,266304000.0,2094621000.0,634634000.0,1459987000.0,15364000.0,0.0,1095817000.0,-15020000.0,1110837000.0,717020000.0,697778000.0,19242000.0,19242000.0,2023-03-31
