Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
385978689.0,385978689.0,11964300000.0,512800200000.0,19467660000.0,38881390000.0,50547990000.0,19467660000.0,493883130000.0,19964320000.0,19964320000.0,19964320000.0,0.0,19964320000.0,16104530000.0,3859790000.0,3859790000.0,802280850000.0,494297670000.0,1019260000.0,378634620000.0,378634620000.0,22301120000.0,307983180000.0,65811050000.0,134165580000.0,115248510000.0,18917070000.0,5889720000.0,31606910000.0,30760000.0,31576150000.0,822245170000.0,463714000000.0,19160300000.0,4191880000.0,62710550000.0,62710550000.0,496660000.0,496660000.0,361053630000.0,361053630000.0,1430000.0,361052200000.0,358531170000.0,5658750000.0,6247980000.0,6425230000.0,340199210000.0,333246440000.0,6952770000.0,2024-03-31
385790919.0,385790919.0,9506360000.0,493917140000.0,-29615180000.0,-6712410000.0,35043020000.0,-29615180000.0,471346980000.0,-29282570000.0,-29282570000.0,-29282570000.0,0.0,-29282570000.0,-33140490000.0,3857920000.0,3857920000.0,760814770000.0,456901740000.0,1260060000.0,356054390000.0,356054390000.0,16865180000.0,303913030000.0,72131910000.0,137862750000.0,115292590000.0,22570160000.0,3314600000.0,40558150000.0,30760000.0,40527390000.0,731532200000.0,392576150000.0,17224150000.0,2949440000.0,39307850000.0,39307850000.0,332610000.0,332610000.0,319708720000.0,319708720000.0,,319708720000.0,338956050000.0,6146090000.0,5886930000.0,7641480000.0,319281550000.0,306217750000.0,13063800000.0,2023-09-30
385547099.0,385547099.0,9843680000.0,448542130000.0,-62780600000.0,-39941790000.0,22975680000.0,-62780600000.0,426018760000.0,-62465160000.0,-62465160000.0,-62465160000.0,0.0,-62465160000.0,-66320630000.0,3855470000.0,3855470000.0,654163350000.0,415651890000.0,1230160000.0,322246090000.0,322246090000.0,13364540000.0,238511460000.0,51296680000.0,126296040000.0,103772670000.0,22523370000.0,2896500000.0,32120650000.0,30760000.0,32089890000.0,591698190000.0,330211050000.0,14971320000.0,2949440000.0,24500340000.0,24500340000.0,315440000.0,315440000.0,276476640000.0,276476640000.0,0.0,276476640000.0,261487140000.0,6002620000.0,5910670000.0,5199040000.0,244374810000.0,231695120000.0,12679690000.0,2023-03-31
