Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.260097,1979100000.0,1054110000.0,516500000.0,2115720000.0,1979100000.0,1462600000.0,-37940000.0,37940000.0,1054110000.0,1054110000.0,5032000000.0,,,,,1054110000.0,1054110000.0,0.0,1054110000.0,1054110000.0,1054110000.0,370550000.0,1424660000.0,183150000.0,-37940000.0,37940000.0,1268680000.0,2916280000.0,3237880000.0,516500000.0,516500000.0,,,4184960000.0,2115720000.0,6300680000.0,6300680000.0,2024-03-31
0.0,0.245815,2109830000.0,1200700000.0,506250000.0,2284530000.0,2109830000.0,1603580000.0,-11530000.0,11530000.0,1200700000.0,1200700000.0,5706750000.0,85276989.0,85276989.0,14.08,14.08,1200700000.0,1200700000.0,0.0,1200700000.0,1200700000.0,1200700000.0,391350000.0,1592050000.0,218740000.0,-11530000.0,11530000.0,1355680000.0,3422220000.0,2441230000.0,506250000.0,506250000.0,361430000.0,361430000.0,4777900000.0,2284530000.0,7062430000.0,7062430000.0,2023-12-31
0.0,0.241185,1941890000.0,1087260000.0,497460000.0,2494200000.0,1941890000.0,1444430000.0,-11590000.0,11590000.0,1087260000.0,1087260000.0,5874790000.0,85275294.0,85275294.0,12.75,12.75,1087260000.0,1087260000.0,0.0,1087260000.0,1087260000.0,1087260000.0,345580000.0,1432840000.0,185490000.0,-11590000.0,11590000.0,1238740000.0,3380590000.0,2408450000.0,497460000.0,497460000.0,347440000.0,347440000.0,4619330000.0,2494200000.0,7113530000.0,7113530000.0,2023-09-30
0.0,0.254172,1840030000.0,998790000.0,489230000.0,2813300000.0,1840030000.0,1350800000.0,-11630000.0,11630000.0,998790000.0,998790000.0,6059360000.0,85293766.0,85293766.0,11.71,11.71,998790000.0,998790000.0,0.0,998790000.0,998790000.0,998790000.0,340380000.0,1339170000.0,182740000.0,-11630000.0,11630000.0,1150690000.0,3246060000.0,2330040000.0,489230000.0,489230000.0,278030000.0,278030000.0,4396750000.0,2813300000.0,7210050000.0,7210050000.0,2023-06-30
0.0,0.219706,1902000000.0,1100090000.0,481050000.0,3022060000.0,1902000000.0,1420950000.0,-11110000.0,11110000.0,1100090000.0,1100090000.0,5772620000.0,85278295.0,85278295.0,12.9,12.9,1100090000.0,1100090000.0,0.0,1100090000.0,1100090000.0,1100090000.0,309750000.0,1409840000.0,191310000.0,-11110000.0,11110000.0,1197380000.0,2750560000.0,1829070000.0,481050000.0,481050000.0,305830000.0,305830000.0,3947940000.0,3022060000.0,6970000000.0,6970000000.0,2022-12-31
0.0,0.251287,2055000000.0,1136890000.0,513950000.0,3015990000.0,2055000000.0,1541050000.0,-22590000.0,22590000.0,1136890000.0,1136890000.0,5203850000.0,85288072.0,85288072.0,13.33,13.33,1136890000.0,1136890000.0,0.0,1136890000.0,1136890000.0,1136890000.0,381570000.0,1518460000.0,191090000.0,-22590000.0,22590000.0,1328440000.0,2187860000.0,1546660000.0,513950000.0,513950000.0,,,3516300000.0,3015990000.0,6532290000.0,6532290000.0,2024-06-30 00:00:00
