Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
1205858878.0,1205858878.0,7425100000.0,29056810000.0,561860000.0,19659150000.0,-4250810000.0,561860000.0,19955290000.0,10557630000.0,17812750000.0,13485840000.0,2928210000.0,10557630000.0,9351770000.0,,,1205860000.0,1205860000.0,35838680000.0,26726680000.0,51130000.0,,,,25803830000.0,18548710000.0,7255120000.0,586300000.0,9112000000.0,576110000.0,3252980000.0,1406580000.0,1846400000.0,,116100000.0,3802630000.0,,46250000.0,3756380000.0,49324520000.0,44463330000.0,212720000.0,,512290000.0,1165970000.0,1165970000.0,268080000.0,9995770000.0,5708770000.0,4287000000.0,32010590000.0,,32010590000.0,109580000.0,31901010000.0,,,,,4861190000.0,640320000.0,,,1310390000.0,,,3810000.0,526910000.0,,,2379760000.0,703340000.0,1676420000.0,,,2024-03-31
1205858878.0,1205858878.0,500680000.0,16832190000.0,8386260000.0,11154740000.0,-2979500000.0,8386260000.0,16033360000.0,10355910000.0,10355910000.0,10229780000.0,-126130000.0,10355910000.0,9150050000.0,,,1205860000.0,1205860000.0,21071400000.0,15188110000.0,7800000.0,,,,14960410000.0,14960410000.0,0.0,175730000.0,5883290000.0,312150000.0,1871780000.0,1072950000.0,798830000.0,,105400000.0,2544150000.0,,8890000.0,2535260000.0,31301180000.0,28397390000.0,210420000.0,,1159620000.0,835340000.0,835340000.0,320370000.0,1969650000.0,1465080000.0,504570000.0,23592940000.0,,23592940000.0,164880000.0,23428060000.0,,,,,2903790000.0,472210000.0,,,1084400000.0,,,,379390000.0,,,967790000.0,669640000.0,298150000.0,,,2023-09-30
1204961378.0,1204961378.0,147680000.0,15648140000.0,7516850000.0,10477000000.0,-2256170000.0,7516850000.0,14874600000.0,9703460000.0,10470060000.0,9641890000.0,-61570000.0,9703460000.0,165090000.0,-5010250000.0,12459930000.0,1204960000.0,1204960000.0,20243380000.0,14888530000.0,23420000.0,178940000.0,45930000.0,23420000.0,14640240000.0,13873640000.0,766600000.0,178940000.0,5354850000.0,522970000.0,1007900000.0,1000960000.0,6940000.0,97870000.0,97870000.0,4047550000.0,1319970000.0,308630000.0,2418950000.0,29885270000.0,26786590000.0,223120000.0,732190000.0,963290000.0,790920000.0,790920000.0,352740000.0,2186610000.0,1542160000.0,644450000.0,22039680000.0,-7971550000.0,30011230000.0,312330000.0,778320000.0,7806410000.0,20374230000.0,739940000.0,0.0,3098680000.0,408830000.0,218700000.0,520570000.0,1290480000.0,1290480000.0,124100000.0,,289070000.0,-16710000.0,305780000.0,625860000.0,484440000.0,625860000.0,126280000.0,499580000.0,2023-03-31
