Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
2025495.272949,0.172471,107545000.0,11744000.0,11744000.0,86831000.0,8736000.0,568249000.0,119289000.0,110553000.0,-5625000.0,5625000.0,,77112495.272949,86831000.0,679523000.0,,,,,86831000.0,86831000.0,0.0,86831000.0,0.0,86831000.0,86831000.0,18097000.0,104928000.0,2366000.0,0.0,,0.0,-5625000.0,5625000.0,,96443000.0,111274000.0,46531000.0,8736000.0,8736000.0,207717000.0,568249000.0,775966000.0,775966000.0,2024-03-31
1939624.919303,0.215946,-10718000.0,8982000.0,8982000.0,-12145000.0,8706000.0,322058000.0,-1736000.0,-10442000.0,-5048000.0,5048000.0,,-19187375.080697,-12145000.0,414683000.0,9954918.0,9954918.0,-1.22,-1.22,-12145000.0,-12145000.0,0.0,-12145000.0,0.0,-12145000.0,-12145000.0,-3345000.0,-15490000.0,2503000.0,0.0,,0.0,-5048000.0,5048000.0,,-21927000.0,92625000.0,35112000.0,8706000.0,8706000.0,70698000.0,322058000.0,392756000.0,392756000.0,2023-12-31
3791601.005596,0.329819,15186000.0,11496000.0,11496000.0,8264000.0,8707000.0,410428000.0,26682000.0,17975000.0,-5644000.0,5644000.0,,559601.005596,8264000.0,500398000.0,9956627.0,9956627.0,0.83,0.83,8264000.0,8264000.0,0.0,8264000.0,0.0,8264000.0,8264000.0,4067000.0,12331000.0,202000.0,0.0,,0.0,-5644000.0,5644000.0,,6277000.0,89970000.0,36106000.0,8707000.0,8707000.0,96247000.0,410428000.0,506675000.0,506675000.0,2023-09-30
1984570.549242,0.164299,-12316000.0,12079000.0,12079000.0,-12355000.0,8497000.0,309741000.0,-237000.0,-8734000.0,-6050000.0,6050000.0,,-22449429.450758,-12355000.0,395485000.0,9963710.0,9963710.0,-1.24,-1.24,-12355000.0,-12355000.0,0.0,-12355000.0,0.0,-12355000.0,-12355000.0,-2429000.0,-14784000.0,2568000.0,0.0,,0.0,-6050000.0,6050000.0,,-23381000.0,85744000.0,32700000.0,8497000.0,8497000.0,62363000.0,309741000.0,372104000.0,372104000.0,2023-06-30
793800.0,0.3,14949000.0,2646000.0,2646000.0,17256000.0,7806000.0,381430000.0,17595000.0,9789000.0,-6994000.0,5589000.0,,15403800.0,17256000.0,432840000.0,,,,,17256000.0,17256000.0,0.0,17256000.0,-780000.0,18036000.0,18036000.0,-13836000.0,4200000.0,-10008000.0,-8382000.0,-5443000.0,13825000.0,-6994000.0,5589000.0,,11652000.0,51410000.0,-39311000.0,7806000.0,7435000.0,63062000.0,381430000.0,444492000.0,444492000.0,2023-03-31
,,,,,,,,,,,,10420000.0,,,,9973618.0,9973618.0,17.55,17.55,,,,,,,,,,,,-209157000.0,,,,10420000.0,,,,,,,,,,2022-12-31
3221100.0,0.3,1168000.0,10737000.0,10737000.0,-4442000.0,9142000.0,326487000.0,11905000.0,2763000.0,-4525000.0,4525000.0,,-11957900.0,-4442000.0,425545000.0,9871111.0,9871111.0,-0.45,-0.45,-4442000.0,-4442000.0,0.0,-4442000.0,0.0,-4442000.0,-4442000.0,2680000.0,-1762000.0,621000.0,,,,-4525000.0,4525000.0,,-8595000.0,99058000.0,35084000.0,9142000.0,9142000.0,90463000.0,326487000.0,416950000.0,416950000.0,2024-06-30 00:00:00
