Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,170240000.0,,,-68950000.0,120230000.0,1511510000.0,170240000.0,50010000.0,-91480000.0,97360000.0,5880000.0,-68950000.0,-68950000.0,2815920000.0,,,,,-68950000.0,-68950000.0,0.0,-68950000.0,-68950000.0,-68950000.0,21600000.0,-47350000.0,31790000.0,,-91480000.0,97360000.0,5880000.0,22650000.0,1304410000.0,363000000.0,120230000.0,120230000.0,1327060000.0,1511510000.0,2838570000.0,2838570000.0,2024-03-31
0.0,0.32407,299600000.0,,,72480000.0,115150000.0,1475350000.0,299600000.0,184450000.0,-71810000.0,77220000.0,5410000.0,72480000.0,72480000.0,2695680000.0,12326531.0,12181513.0,5.88,5.95,72480000.0,72480000.0,0.0,72480000.0,72480000.0,72480000.0,34750000.0,107230000.0,5300000.0,,-71810000.0,77220000.0,5410000.0,188560000.0,1220330000.0,276270000.0,115150000.0,115150000.0,1408890000.0,1475350000.0,2884240000.0,2884240000.0,2023-12-31
0.0,0.3,180970000.0,,,-45570000.0,111310000.0,1193660000.0,180970000.0,69660000.0,-85610000.0,90850000.0,5240000.0,-45570000.0,-45570000.0,2288870000.0,15768166.0,15768166.0,-2.89,-2.89,-45570000.0,-45570000.0,0.0,-45570000.0,-45570000.0,-45570000.0,24380000.0,-21190000.0,4210000.0,,-85610000.0,90850000.0,5240000.0,89300000.0,1095210000.0,221450000.0,111310000.0,111310000.0,1184510000.0,1193660000.0,2378170000.0,2378170000.0,2023-09-30
0.0,0.3,227020000.0,,,14490000.0,106050000.0,1074390000.0,227020000.0,120970000.0,-75180000.0,80880000.0,5700000.0,14490000.0,14490000.0,2276250000.0,12884781.0,12884781.0,2.47,2.5,14490000.0,14490000.0,0.0,14490000.0,14490000.0,14490000.0,25600000.0,40090000.0,37080000.0,,-75180000.0,80880000.0,5700000.0,72760000.0,1201860000.0,262930000.0,106050000.0,106050000.0,1274620000.0,1074390000.0,2349010000.0,2349010000.0,2023-06-30
137489.868962,0.237051,436460000.0,580000.0,580000.0,289150000.0,109740000.0,1528840000.0,437040000.0,327300000.0,-47940000.0,-10770000.0,6000000.0,288707489.868962,289150000.0,2609760000.0,,,,,289150000.0,289150000.0,0.0,289150000.0,257930000.0,257930000.0,80140000.0,338070000.0,-35640000.0,580000.0,-47940000.0,-10770000.0,6000000.0,440410000.0,1080920000.0,-98490000.0,109740000.0,-34650000.0,1521330000.0,1528840000.0,3050170000.0,3050170000.0,2023-03-31
,,,0.0,0.0,,,,,,,,,,,,16331081.0,16331081.0,-5.92,-5.92,,,,,,,,,,0.0,,,,,,,,,,,,,2022-12-31
0.0,0.3,168120000.0,0.0,0.0,-38430000.0,122590000.0,1193150000.0,168120000.0,45530000.0,-68770000.0,75790000.0,7020000.0,-38430000.0,-38430000.0,2355330000.0,15685714.0,15685714.0,-2.45,-2.45,-38430000.0,-38430000.0,0.0,-38430000.0,-38430000.0,-38430000.0,8170000.0,-30260000.0,5780000.0,0.0,-68770000.0,75790000.0,7020000.0,32730000.0,1162180000.0,232780000.0,122590000.0,122590000.0,1194910000.0,1193150000.0,2388060000.0,2388060000.0,2024-06-30 00:00:00
