Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.167491,1890080000.0,0.0,0.0,824360000.0,371160000.0,929190000.0,1890080000.0,1518920000.0,-528660000.0,528660000.0,824360000.0,824360000.0,2725150000.0,,,,,824360000.0,824360000.0,0.0,824360000.0,-40000.0,824400000.0,,824400000.0,165860000.0,990260000.0,61430000.0,0.0,-528660000.0,528660000.0,1457490000.0,1795960000.0,1424800000.0,371160000.0,371160000.0,3253450000.0,929190000.0,4182640000.0,4182640000.0,2024-03-31
0.0,0.203154,1722150000.0,0.0,0.0,706210000.0,353170000.0,888400000.0,1722150000.0,1368980000.0,-482460000.0,482460000.0,706210000.0,706210000.0,2429890000.0,205293605.0,205293605.0,3.44,3.44,706210000.0,706210000.0,0.0,706210000.0,-210000.0,706420000.0,,706420000.0,180100000.0,886520000.0,62190000.0,0.0,-482460000.0,482460000.0,1306790000.0,1541490000.0,1188320000.0,353170000.0,353170000.0,2848280000.0,888400000.0,3736680000.0,3736680000.0,2023-12-31
0.0,0.180502,1295630000.0,0.0,0.0,364440000.0,349710000.0,817470000.0,1295630000.0,945920000.0,-501270000.0,501270000.0,364440000.0,364440000.0,2235650000.0,204741573.0,204741573.0,1.78,1.78,364440000.0,364440000.0,0.0,364440000.0,-50000.0,364390000.0,,364390000.0,80260000.0,444650000.0,36110000.0,0.0,-501270000.0,501270000.0,909810000.0,1418180000.0,1068470000.0,349710000.0,349710000.0,2327990000.0,817470000.0,3145460000.0,3145460000.0,2023-09-30
-242886000.0,0.3,2221630000.0,-809620000.0,-809620000.0,367140000.0,298420000.0,1304210000.0,1412010000.0,1113590000.0,-53790000.0,399000000.0,933874000.0,367140000.0,1455450000.0,,,,,367140000.0,367140000.0,0.0,367140000.0,830000.0,366310000.0,0.0,366310000.0,348280000.0,714590000.0,-314970000.0,-813930000.0,-53790000.0,399000000.0,1923290000.0,151240000.0,-1131020000.0,298420000.0,298420000.0,2074530000.0,1304210000.0,3378740000.0,3378740000.0,2023-03-31
166187967.260745,0.274691,1455480000.0,605000000.0,605000000.0,1023390000.0,281210000.0,792700000.0,2060480000.0,1779270000.0,-368120000.0,368120000.0,584577967.260745,1023390000.0,2043740000.0,205088176.0,205088176.0,4.99,4.99,1023390000.0,1023390000.0,0.0,1023390000.0,-130000.0,1023520000.0,0.0,1023520000.0,387630000.0,1411150000.0,320560000.0,605000000.0,-368120000.0,368120000.0,853710000.0,1251040000.0,969830000.0,281210000.0,281210000.0,2104750000.0,792700000.0,2897450000.0,2897450000.0,2022-12-31
0.0,0.219693,1483390000.0,,,606690000.0,389330000.0,926580000.0,1483390000.0,1094060000.0,-316840000.0,316840000.0,606690000.0,606690000.0,2597020000.0,218233813.0,217451613.0,2.78,2.79,606690000.0,606690000.0,0.0,606690000.0,220000.0,606470000.0,,606470000.0,170750000.0,777220000.0,81020000.0,,-316840000.0,316840000.0,1013040000.0,1670440000.0,1281110000.0,389330000.0,389330000.0,2683480000.0,926580000.0,3610060000.0,3610060000.0,2024-06-30 00:00:00
0.0,0.3,1135920000.0,,,886640000.0,309660000.0,848830000.0,1135920000.0,826260000.0,-454160000.0,454160000.0,886640000.0,886640000.0,2319610000.0,205240741.0,205240741.0,4.32,4.32,886640000.0,886640000.0,0.0,886640000.0,40000.0,886600000.0,,886600000.0,-514500000.0,372100000.0,38130000.0,,-454160000.0,454160000.0,788130000.0,1470780000.0,1161120000.0,309660000.0,309660000.0,2258910000.0,848830000.0,3107740000.0,3107740000.0,2023-06-30 00:00:00
