Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
0.0,169406034.0,169406034.0,186650000.0,17540859000.0,17776397000.0,12734725000.0,17540859000.0,186650000.0,17776397000.0,17776397000.0,17776397000.0,17776397000.0,-90053000.0,8551862000.0,26200000.0,1694060000.0,1694060000.0,17789778000.0,2540317000.0,64691000.0,64691000.0,2474645000.0,15249461000.0,17727000.0,121959000.0,121959000.0,3935198000.0,11086044000.0,1660176000.0,185982000.0,2985789000.0,6254097000.0,35566175000.0,7581989000.0,6060000.0,6105000.0,593274000.0,1463122000.0,265000.0,265000.0,9181000.0,235538000.0,235538000.0,3107318000.0,-2831297000.0,5938615000.0,139296000.0,174436000.0,4488582000.0,1099298000.0,37003000.0,0.0,27984186000.0,20298000.0,,219048000.0,426994000.0,5250482000.0,4129581000.0,8067000.0,1112834000.0,1278561000.0,2220571000.0,-134548000.0,2355119000.0,18568232000.0,17926520000.0,641712000.0,0.0,641712000.0,2024-03-31
,169406034.0,169406034.0,213800000.0,15107000000.0,15395500000.0,10375500000.0,15107000000.0,213800000.0,15395500000.0,15395500000.0,15395500000.0,15395500000.0,13701400000.0,,,1694100000.0,1694100000.0,17306600000.0,2688500000.0,74200000.0,74200000.0,2611100000.0,14618100000.0,586300000.0,139600000.0,139600000.0,3784500000.0,8848000000.0,,,3218100000.0,5629900000.0,32702100000.0,7708500000.0,529100000.0,,,1476800000.0,128700000.0,128700000.0,9900000.0,288500000.0,,3142500000.0,,3142500000.0,264900000.0,2877600000.0,,,,,24993600000.0,292200000.0,0.0,,,5374400000.0,,,,,2110700000.0,,,17216300000.0,16477500000.0,738800000.0,,,2023-09-30
,169406034.0,169406034.0,155392000.0,17071822000.0,17412730000.0,11678944000.0,17071822000.0,155392000.0,17412730000.0,17412730000.0,17412730000.0,17412730000.0,-16772000.0,8114914000.0,26200000.0,1694060000.0,1694060000.0,15853118000.0,2589417000.0,34554000.0,34554000.0,2548032000.0,13263701000.0,594000.0,120838000.0,120838000.0,4177910000.0,8880548000.0,1449380000.0,191246000.0,2962035000.0,4277887000.0,33265848000.0,8323203000.0,10774000.0,0.0,586785000.0,1335460000.0,265000.0,265000.0,10619000.0,340908000.0,340908000.0,3151187000.0,-2555443000.0,5706630000.0,203118000.0,137994000.0,4244379000.0,1084136000.0,37003000.0,0.0,24942645000.0,31880000.0,0.0,200975000.0,268613000.0,4599704000.0,3490911000.0,9519000.0,1099274000.0,1376526000.0,1923750000.0,-128680000.0,2052430000.0,16541197000.0,16191788000.0,349409000.0,400000.0,349009000.0,2023-03-31
