Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
39056736.0,39056736.0,9910600000.0,10115000000.0,5299600000.0,19368000000.0,-4470000000.0,5299600000.0,121200000.0,9374200000.0,10432500000.0,9374200000.0,,9374200000.0,9014200000.0,,,360000000.0,360000000.0,14091800000.0,1715300000.0,435900000.0,,,1174400000.0,116100000.0,1058300000.0,100800000.0,12376500000.0,202200000.0,,8940600000.0,5100000.0,8935500000.0,,19700000.0,3077000000.0,,,,3077000000.0,23466000000.0,15559500000.0,52800000.0,,0.0,296000000.0,296000000.0,23900000.0,4074600000.0,425600000.0,3649000000.0,11076100000.0,,11076100000.0,2563700000.0,8512400000.0,,,,,7906500000.0,634900000.0,,,,3597000000.0,,,,3400000.0,,3512200000.0,,,159000000.0,75800000.0,83200000.0,,,2024-03-31
39056736.0,39056736.0,9666400000.0,9848500000.0,10493000000.0,24363700000.0,295700000.0,10493000000.0,119100000.0,14634300000.0,16438400000.0,14662100000.0,27800000.0,14634300000.0,14274300000.0,,,360000000.0,360000000.0,14091200000.0,2437100000.0,405800000.0,,,1917900000.0,113800000.0,1804100000.0,109200000.0,11654100000.0,68200000.0,,7930600000.0,5300000.0,7925300000.0,,20800000.0,3480100000.0,,,100000.0,3480000000.0,28753300000.0,16803500000.0,68400000.0,,887800000.0,165800000.0,165800000.0,235900000.0,4141300000.0,490400000.0,3650900000.0,11254100000.0,,11254100000.0,2501000000.0,8753100000.0,,,,,11949800000.0,563300000.0,125000000.0,,,5568800000.0,,,,224200000.0,,5258600000.0,,,209900000.0,146900000.0,63000000.0,,,2023-09-30
39056736.0,39056736.0,9926000000.0,10128500000.0,10807700000.0,25013600000.0,864100000.0,10807700000.0,117000000.0,15002100000.0,17353100000.0,15024500000.0,22400000.0,15002100000.0,10500000.0,2493100000.0,12160300000.0,360000000.0,360000000.0,13968300000.0,2957000000.0,383600000.0,490300000.0,0.0,2462500000.0,111500000.0,2351000000.0,106700000.0,11011300000.0,50000000.0,100000.0,7666000000.0,5500000.0,7660500000.0,20800000.0,20800000.0,3200100000.0,139900000.0,1600000.0,100000.0,3058600000.0,28992800000.0,17117400000.0,100700000.0,270400000.0,785600000.0,17000000.0,17000000.0,239400000.0,4194400000.0,543500000.0,3650900000.0,11602400000.0,-4454800000.0,16057200000.0,2396600000.0,9205800000.0,8948200000.0,3331300000.0,1381100000.0,0.0,11875400000.0,1800000.0,,1600000.0,134500000.0,5580900000.0,1583900000.0,2749900000.0,1247100000.0,458500000.0,242700000.0,5369900000.0,-162000000.0,5531900000.0,85500000.0,133900000.0,85500000.0,500000.0,85000000.0,2023-03-31
