Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Other Operating Expenses
0.0,0.0,-5726000.0,0.0,0.0,-14835000.0,9109000.0,21212000.0,-5726000.0,-14835000.0,0.0,0.0,-14835000.0,-14835000.0,36979000.0,1483500000.0,1483500000.0,-0.01,-0.01,-14835000.0,-14835000.0,0.0,-14835000.0,-14835000.0,-14835000.0,0.0,-14835000.0,221000.0,0.0,,0.0,0.0,-15056000.0,15767000.0,9109000.0,9109000.0,6648000.0,6648000.0,711000.0,21212000.0,21923000.0,21923000.0,2023-12-31,
0.0,0.0,3582000.0,0.0,0.0,-2665000.0,6247000.0,13429000.0,3582000.0,-2665000.0,0.0,0.0,-2665000.0,-2665000.0,19407000.0,,,-0.001248,-0.001248,-2665000.0,-2665000.0,0.0,-2665000.0,-2665000.0,-2665000.0,0.0,-2665000.0,-213000.0,0.0,,0.0,0.0,-2452000.0,5978000.0,6247000.0,6247000.0,-72000.0,-72000.0,3526000.0,13429000.0,16955000.0,16955000.0,2023-09-30,
0.0,0.0,-3347000.0,0.0,0.0,-9569000.0,6222000.0,9977000.0,-3347000.0,-9569000.0,0.0,0.0,-9569000.0,-9569000.0,20360000.0,2135875070.0,2135875070.0,-0.00448,-0.00448,-9569000.0,-9569000.0,0.0,-9569000.0,-9569000.0,-9569000.0,0.0,-9569000.0,216000.0,0.0,,0.0,0.0,-9785000.0,10383000.0,6222000.0,6222000.0,4161000.0,4161000.0,598000.0,9977000.0,10575000.0,10575000.0,2023-06-30,
0.0,0.0,14722000.0,0.0,0.0,2056000.0,8039000.0,19160000.0,14722000.0,6683000.0,-4619000.0,4619000.0,2056000.0,2056000.0,29447000.0,,,,,2056000.0,2056000.0,0.0,2056000.0,2056000.0,2056000.0,0.0,2064000.0,28778000.0,0.0,,-4619000.0,4619000.0,-22095000.0,10287000.0,8039000.0,8039000.0,,,-11808000.0,19160000.0,7352000.0,7352000.0,2023-03-31,
0.0,0.0,-3391000.0,-1177000.0,-1177000.0,-15834000.0,6704000.0,16460000.0,-4568000.0,-11272000.0,-4562000.0,4562000.0,-14657000.0,-15834000.0,33115000.0,1583400000.0,1583400000.0,-0.01,-0.01,-15834000.0,-15834000.0,0.0,-15834000.0,-15834000.0,-15834000.0,0.0,-15834000.0,362000.0,-1177000.0,1177000.0,-4562000.0,4562000.0,-10457000.0,16655000.0,6704000.0,6704000.0,8010000.0,8010000.0,6198000.0,16460000.0,22658000.0,22658000.0,2022-12-31,
0.0,0.0,-1349000.0,,,-6724000.0,5134000.0,5376000.0,-1349000.0,-6483000.0,-241000.0,241000.0,-6724000.0,-6724000.0,12452000.0,2135875070.0,2135875070.0,-0.003148,-0.003148,-6724000.0,-6724000.0,0.0,-6724000.0,-6724000.0,-6724000.0,0.0,-6724000.0,9000.0,,,-241000.0,241000.0,-6492000.0,7076000.0,5134000.0,5134000.0,,,584000.0,5376000.0,5960000.0,5960000.0,2024-06-30 00:00:00,1936000.0
