Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.23297,101671000.0,49756000.0,1266597000.0,101671000.0,101671000.0,-32353000.0,32353000.0,49756000.0,49756000.0,1376836000.0,130936842.0,127579487.0,0.38,0.39,49756000.0,49756000.0,0.0,49756000.0,-3413000.0,53169000.0,53169000.0,16149000.0,69318000.0,12417000.0,-32353000.0,32353000.0,89628000.0,110239000.0,110239000.0,199867000.0,1266597000.0,1466464000.0,1466464000.0,2023-12-31
0.0,0.302077,94231000.0,46786000.0,1174827000.0,94231000.0,94231000.0,-26159000.0,26159000.0,46786000.0,46786000.0,1295868000.0,129961111.0,126448649.0,0.36,0.37,46786000.0,46786000.0,0.0,46786000.0,-723000.0,47509000.0,47509000.0,20563000.0,68072000.0,16857000.0,-26159000.0,26159000.0,77374000.0,121041000.0,121041000.0,198415000.0,1174827000.0,1373242000.0,1373242000.0,2023-09-30
0.0,0.368946,82288000.0,35769000.0,821036000.0,82288000.0,82288000.0,-26578000.0,26578000.0,35769000.0,35769000.0,935577000.0,127746429.0,127746429.0,0.28,0.28,35769000.0,35769000.0,0.0,35769000.0,613000.0,35156000.0,35156000.0,20554000.0,55710000.0,7193000.0,-26578000.0,26578000.0,75095000.0,114541000.0,114541000.0,189636000.0,821036000.0,1010672000.0,1010672000.0,2023-06-30
0.0,0.3,61528000.0,41405000.0,1258158000.0,61528000.0,61528000.0,-9304000.0,-7874000.0,41405000.0,41405000.0,1318219000.0,,,,,41405000.0,41405000.0,0.0,41405000.0,1867000.0,39538000.0,39538000.0,29864000.0,69402000.0,-25570000.0,-9304000.0,-7874000.0,112991000.0,60061000.0,-77766000.0,173052000.0,1258158000.0,1431210000.0,1431210000.0,2023-03-31
0.0,0.255797,119975000.0,72992000.0,1041678000.0,119975000.0,119975000.0,-24661000.0,24661000.0,72992000.0,72992000.0,1148720000.0,128056140.0,121653333.0,0.57,0.6,72992000.0,72992000.0,0.0,72992000.0,2059000.0,70933000.0,70933000.0,24381000.0,95314000.0,673000.0,-24661000.0,24661000.0,119302000.0,107042000.0,107042000.0,226344000.0,1041678000.0,1268022000.0,1268022000.0,2022-12-31
0.0,0.283961,208803000.0,126683000.0,1994197000.0,208803000.0,208803000.0,-38702000.0,38702000.0,126683000.0,126683000.0,2198863000.0,,,,,126683000.0,126683000.0,0.0,126683000.0,4884000.0,121799000.0,121799000.0,48302000.0,170101000.0,35048000.0,-38702000.0,38702000.0,171966000.0,204666000.0,204666000.0,376632000.0,1994197000.0,2370829000.0,2370829000.0,2024-03-31 00:00:00
0.0,0.272878,130500000.0,71303000.0,1151198000.0,130500000.0,130500000.0,-33530000.0,33530000.0,71303000.0,71303000.0,1284697000.0,132042593.0,132042593.0,0.54,0.54,71303000.0,71303000.0,0.0,71303000.0,794000.0,70509000.0,70509000.0,26461000.0,96970000.0,30460000.0,-33530000.0,33530000.0,99861000.0,133499000.0,133499000.0,233360000.0,1151198000.0,1384558000.0,1384558000.0,2024-06-30 00:00:00
