Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Other Non Current Liabilities
1772039162.0,1772039162.0,9104700000.0,13650900000.0,86345500000.0,110243700000.0,17491900000.0,86345500000.0,2070200000.0,98663000000.0,104022700000.0,103030800000.0,4367800000.0,98663000000.0,96891000000.0,,,1772000000.0,1772000000.0,48196000000.0,8891700000.0,,,1090300000.0,7062400000.0,1702700000.0,5359700000.0,683100000.0,39304300000.0,1123500000.0,,6588500000.0,367500000.0,6221000000.0,2498900000.0,25967400000.0,,,1750300000.0,24217100000.0,151226800000.0,94430600000.0,981400000.0,,63200000.0,52795900000.0,,52795900000.0,73300000.0,73300000.0,454500000.0,12317500000.0,8266300000.0,4051200000.0,27700300000.0,,27700300000.0,2090900000.0,25609400000.0,,,,,56796200000.0,4583800000.0,,,,19469700000.0,,,,,800000.0,8987200000.0,,,23754700000.0,21278700000.0,2476000000.0,,,2024-03-31,,
1772034671.0,1772034671.0,10691300000.0,14890500000.0,82349500000.0,107984000000.0,17047800000.0,82349500000.0,1781100000.0,94874600000.0,100292900000.0,99403400000.0,4528800000.0,94874600000.0,93102600000.0,,,1772000000.0,1772000000.0,48270600000.0,8689400000.0,,,1034000000.0,6989100000.0,1570800000.0,5418300000.0,663500000.0,39581200000.0,1319800000.0,,7901400000.0,210300000.0,7691100000.0,2284300000.0,25390900000.0,,,1754900000.0,23636000000.0,147674000000.0,91045000000.0,1003400000.0,,35000000.0,51723100000.0,,51723100000.0,81300000.0,81300000.0,465400000.0,12525100000.0,8473400000.0,4051700000.0,25171800000.0,,25171800000.0,2587300000.0,22584500000.0,,,,,56629000000.0,4236600000.0,,,,18951300000.0,,,,,9900000.0,11549600000.0,,,21881600000.0,19463500000.0,2418100000.0,,,2023-09-30,,
1771763464.0,1771763464.0,8522100000.0,11737900000.0,76792800000.0,99722800000.0,6395300000.0,76792800000.0,1747700000.0,89732600000.0,92721000000.0,94414300000.0,4681700000.0,89732600000.0,590800000.0,81253300000.0,5209500000.0,1771800000.0,1771800000.0,42129400000.0,6035100000.0,643700000.0,1500000.0,909900000.0,4432000000.0,1443600000.0,2988400000.0,643700000.0,36094300000.0,13700000.0,1316800000.0,7305900000.0,304100000.0,7001800000.0,2140100000.0,25216300000.0,3258800000.0,91400000.0,1316800000.0,21866100000.0,136543700000.0,94054100000.0,900000.0,1148200000.0,20900000.0,55259700000.0,14318000000.0,40941700000.0,78400000.0,78400000.0,470500000.0,12939800000.0,8887300000.0,4052500000.0,24127500000.0,-18697900000.0,42825400000.0,1751300000.0,22376200000.0,26866000000.0,12794600000.0,1413500000.0,0.0,42489600000.0,-700000.0,0.0,106100000.0,2984400000.0,20242000000.0,8980100000.0,1591600000.0,9670300000.0,153800000.0,64300000.0,8487500000.0,-272800000.0,8760300000.0,10516500000.0,9048400000.0,1468100000.0,338200000.0,1129900000.0,2023-03-31,,
