Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,900207000.0,0.0,0.0,442829000.0,274389000.0,4037582000.0,900207000.0,625818000.0,-146330000.0,196467000.0,50137000.0,442829000.0,442829000.0,7566456000.0,,,,,442829000.0,442829000.0,0.0,442829000.0,442829000.0,442829000.0,-13478000.0,429351000.0,5382000.0,0.0,,-146330000.0,196467000.0,50137000.0,557731000.0,3528874000.0,834298000.0,274389000.0,274389000.0,4086605000.0,4037582000.0,8124187000.0,8124187000.0,2024-03-31
0.0,0.301391,705107000.0,0.0,0.0,304231000.0,214984000.0,2482777000.0,705107000.0,490123000.0,19358000.0,54642000.0,74000000.0,304231000.0,304231000.0,5105524000.0,63780084.0,60603785.0,4.77,5.02,304231000.0,304231000.0,0.0,304231000.0,304231000.0,304231000.0,131250000.0,435481000.0,8069000.0,0.0,,19358000.0,54642000.0,74000000.0,410169000.0,2622747000.0,457997000.0,214984000.0,214984000.0,3032916000.0,2482777000.0,5515693000.0,5515693000.0,2023-12-31
0.0,0.191597,557981000.0,0.0,0.0,237137000.0,207539000.0,2357045000.0,557981000.0,350442000.0,25215000.0,57102000.0,82317000.0,237137000.0,237137000.0,4750670000.0,63746505.0,60648849.0,3.72,3.91,237137000.0,237137000.0,0.0,237137000.0,237137000.0,237137000.0,56203000.0,293340000.0,5280000.0,0.0,,25215000.0,57102000.0,82317000.0,251832000.0,2393625000.0,381685000.0,207539000.0,207539000.0,2645457000.0,2357045000.0,5002502000.0,5002502000.0,2023-09-30
0.0,0.246073,677792000.0,0.0,0.0,325523000.0,190832000.0,2556052000.0,677792000.0,486960000.0,16257000.0,55190000.0,71447000.0,325523000.0,325523000.0,4727941000.0,63703131.0,60618808.0,5.11,5.37,325523000.0,325523000.0,0.0,325523000.0,325523000.0,325523000.0,106247000.0,431770000.0,4392000.0,0.0,,16257000.0,55190000.0,71447000.0,418524000.0,2171889000.0,379467000.0,190832000.0,190832000.0,2590413000.0,2556052000.0,5146465000.0,5146465000.0,2023-06-30
0.0,0.07038,771867000.0,0.0,0.0,471926000.0,189954000.0,2778402000.0,771867000.0,581913000.0,-13344000.0,74258000.0,60914000.0,471926000.0,471926000.0,4705290000.0,,,,,471926000.0,471926000.0,0.0,471926000.0,471926000.0,471926000.0,35729000.0,507655000.0,10193000.0,0.0,0.0,-13344000.0,74258000.0,60914000.0,524821000.0,1926888000.0,369520000.0,189954000.0,189954000.0,2451709000.0,2778402000.0,5230111000.0,5230111000.0,2023-03-31
,,,,,,,,,,,,,,,,63706279.0,60568507.0,6.37,6.7,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.247167,825674000.0,,,271796000.0,276672000.0,4875892000.0,825674000.0,549002000.0,-123117000.0,187971000.0,64854000.0,271796000.0,271796000.0,8845904000.0,72478933.0,69335714.0,3.75,3.92,271796000.0,271796000.0,0.0,271796000.0,271796000.0,271796000.0,89235000.0,361031000.0,11149000.0,,,-123117000.0,187971000.0,64854000.0,475413000.0,3970012000.0,776825000.0,276672000.0,276672000.0,4445425000.0,4875892000.0,9321317000.0,9321317000.0,2024-06-30 00:00:00
