Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Net Income Discontinuous Operations
1142400.0,0.4,30352000.0,2856000.0,2856000.0,15402000.0,936000.0,28489000.0,33208000.0,32272000.0,-30404000.0,131000.0,,13688400.0,25002000.0,37191000.0,,,,,25002000.0,25002000.0,0.0,25002000.0,25002000.0,15402000.0,16739000.0,32141000.0,570000.0,770000.0,-770000.0,-30404000.0,131000.0,,59029000.0,8702000.0,7766000.0,936000.0,936000.0,67731000.0,28489000.0,96220000.0,96220000.0,2024-03-31,
608057.067791,0.218098,30919000.0,2788000.0,2788000.0,25594000.0,962000.0,23806000.0,33707000.0,32745000.0,10145000.0,12000.0,10157000.0,23414057.067791,25594000.0,31364000.0,44127586.0,44127586.0,0.58,0.58,25594000.0,25594000.0,0.0,25594000.0,25594000.0,25594000.0,7139000.0,32733000.0,634000.0,-1952000.0,1952000.0,10145000.0,12000.0,10157000.0,19158000.0,7558000.0,6596000.0,962000.0,962000.0,26716000.0,23806000.0,50522000.0,50522000.0,2023-12-31,
0.0,0.241968,33204000.0,0.0,0.0,24232000.0,946000.0,22935000.0,33204000.0,32258000.0,-291000.0,291000.0,,24232000.0,24232000.0,27310000.0,44058182.0,44058182.0,0.55,0.55,24232000.0,24232000.0,0.0,24232000.0,24232000.0,24232000.0,7735000.0,31967000.0,469000.0,0.0,0.0,-291000.0,291000.0,,31699000.0,4375000.0,5687000.0,946000.0,946000.0,36074000.0,22935000.0,59009000.0,59009000.0,2023-09-30,
123927.559055,0.229921,20372000.0,539000.0,539000.0,15159000.0,947000.0,23433000.0,20911000.0,19964000.0,-279000.0,279000.0,,14743927.559055,15159000.0,32287000.0,44585294.0,44585294.0,0.34,0.34,15159000.0,15159000.0,0.0,15159000.0,15159000.0,15159000.0,4526000.0,19685000.0,162000.0,-1970000.0,1970000.0,-279000.0,279000.0,,19258000.0,8854000.0,7907000.0,947000.0,947000.0,28112000.0,23433000.0,51545000.0,51545000.0,2023-06-30,
-198300.0,0.3,12433000.0,-661000.0,-661000.0,5417000.0,927000.0,13484000.0,11772000.0,10845000.0,31433000.0,487000.0,,5879700.0,5417000.0,10527000.0,,,,,5417000.0,5417000.0,0.0,5417000.0,5417000.0,5417000.0,4941000.0,10358000.0,-50433000.0,-661000.0,661000.0,31433000.0,487000.0,,29916000.0,-2957000.0,-28860000.0,927000.0,650000.0,26959000.0,13484000.0,40443000.0,40443000.0,2023-03-31,
,,,,,,,,,,,,8003000.0,,,,44815385.0,44815385.0,0.39,0.39,,,,,,,,,,,,,,8003000.0,,,,,,,,,,2022-12-31,
0.0,0.231014,38485000.0,0.0,0.0,28514000.0,1238000.0,28043000.0,38485000.0,37247000.0,-167000.0,167000.0,,28514000.0,28514000.0,36771000.0,44553125.0,44553125.0,0.64,0.64,28514000.0,28514000.0,0.0,28514000.0,28514000.0,28514000.0,8566000.0,37080000.0,659000.0,0.0,0.0,-167000.0,167000.0,,36588000.0,8728000.0,10614000.0,1238000.0,1238000.0,45316000.0,28043000.0,73359000.0,73359000.0,2024-06-30 00:00:00,0.0
