Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.247891,770669000.0,0.0,0.0,436681000.0,36086000.0,2885230000.0,770669000.0,734583000.0,-153974000.0,153974000.0,436681000.0,436681000.0,3338249000.0,,,,,436681000.0,436681000.0,0.0,436681000.0,436681000.0,0.0,436681000.0,143928000.0,580609000.0,29997000.0,0.0,-153974000.0,153974000.0,704586000.0,453019000.0,168008000.0,36086000.0,36086000.0,1157605000.0,2885230000.0,4042835000.0,4042835000.0,2024-03-31
0.0,0.252312,393049000.0,0.0,0.0,151445000.0,34846000.0,2445922000.0,393049000.0,358203000.0,-155652000.0,155652000.0,151445000.0,151445000.0,2844077000.0,52768293.0,52768293.0,2.87,2.87,151445000.0,151445000.0,0.0,151445000.0,151445000.0,0.0,151445000.0,51106000.0,202551000.0,16939000.0,0.0,-155652000.0,155652000.0,341264000.0,398155000.0,134732000.0,34846000.0,34846000.0,739419000.0,2445922000.0,3185341000.0,3185341000.0,2023-12-31
0.0,0.252704,332149000.0,0.0,0.0,103097000.0,34181000.0,2505100000.0,332149000.0,297968000.0,-160008000.0,160008000.0,103097000.0,103097000.0,2903849000.0,52600510.0,52600510.0,1.96,1.96,103097000.0,103097000.0,0.0,103097000.0,103097000.0,0.0,103097000.0,34863000.0,137960000.0,13655000.0,0.0,-160008000.0,160008000.0,284313000.0,398749000.0,140645000.0,34181000.0,34181000.0,683062000.0,2505100000.0,3188162000.0,3188162000.0,2023-09-30
0.0,0.25271,317018000.0,0.0,0.0,85055000.0,33794000.0,2860936000.0,317018000.0,283224000.0,-169406000.0,169406000.0,85055000.0,85055000.0,3212287000.0,48882184.0,48882184.0,1.74,1.74,85055000.0,85055000.0,0.0,85055000.0,85055000.0,0.0,85055000.0,28763000.0,113818000.0,25530000.0,0.0,-169406000.0,169406000.0,257694000.0,351351000.0,102301000.0,33794000.0,33794000.0,609045000.0,2860936000.0,3469981000.0,3469981000.0,2023-06-30
-1006870.185105,0.194979,375063000.0,-5164000.0,-5164000.0,160130000.0,38592000.0,3669538000.0,369899000.0,331307000.0,-237716000.0,132393000.0,164287129.814895,160130000.0,4042327000.0,,,,,160130000.0,160130000.0,0.0,160130000.0,160130000.0,0.0,160130000.0,38784000.0,198914000.0,-36573000.0,-5164000.0,-237716000.0,132393000.0,477317000.0,372789000.0,-54034000.0,38592000.0,36164000.0,850106000.0,3669538000.0,4519644000.0,4519644000.0,2023-03-31
,,,,,,,,,,,,,,,48467816.0,48467816.0,2.61,2.61,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.262939,595674000.0,0.0,0.0,311566000.0,31168000.0,2684772000.0,595674000.0,564506000.0,-141792000.0,141792000.0,311566000.0,311566000.0,3091576000.0,52718443.0,52718443.0,5.91,5.91,311566000.0,311566000.0,0.0,311566000.0,311566000.0,,311566000.0,111148000.0,422714000.0,14694000.0,0.0,-141792000.0,141792000.0,549802000.0,406804000.0,105669000.0,31168000.0,31168000.0,956606000.0,2684772000.0,3641378000.0,3641378000.0,2024-06-30 00:00:00
