Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-515240000.0,0.4,581700000.0,-1288100000.0,-1288100000.0,-886000000.0,7500000.0,903800000.0,-706400000.0,-713900000.0,-161600000.0,161600000.0,-113140000.0,-886000000.0,1327300000.0,,,,,-886000000.0,-886000000.0,0.0,-886000000.0,15100000.0,-901100000.0,0.0,-901200000.0,15900000.0,-875500000.0,843600000.0,-1288100000.0,1288100000.0,-161600000.0,161600000.0,-269400000.0,423500000.0,366000000.0,7500000.0,7500000.0,154100000.0,903800000.0,1057900000.0,1057900000.0,2024-03-31
-1962559.241706,0.194313,192400000.0,-10100000.0,-10100000.0,21100000.0,7500000.0,10200000.0,182300000.0,174800000.0,-111500000.0,111500000.0,29237440.758294,21100000.0,231200000.0,62058824.0,62058824.0,0.34,0.34,21100000.0,21100000.0,0.0,21100000.0,-4900000.0,26000000.0,0.0,26000000.0,12300000.0,63300000.0,105000000.0,-10100000.0,10100000.0,-111500000.0,111500000.0,79900000.0,221000000.0,174000000.0,7500000.0,7500000.0,300900000.0,10200000.0,311100000.0,311100000.0,2023-12-31
0.0,0.242075,261400000.0,0.0,0.0,25600000.0,7600000.0,150400000.0,261400000.0,253800000.0,-149700000.0,149700000.0,25600000.0,25600000.0,351900000.0,77575758.0,77575758.0,0.33,0.33,25600000.0,25600000.0,0.0,25600000.0,400000.0,25200000.0,,25200000.0,25200000.0,104100000.0,49700000.0,0.0,0.0,-149700000.0,149700000.0,204100000.0,201500000.0,157800000.0,7600000.0,7600000.0,405600000.0,150400000.0,556000000.0,556000000.0,2023-09-30
-15090000.0,0.3,334500000.0,-50300000.0,-50300000.0,-14500000.0,7500000.0,129500000.0,284200000.0,276700000.0,-321300000.0,321300000.0,20710000.0,-14500000.0,370000000.0,96666667.0,96666667.0,-0.15,-0.15,-14500000.0,-14500000.0,0.0,-14500000.0,-2600000.0,-11800000.0,,-11800000.0,-46400000.0,-44600000.0,44800000.0,-50300000.0,50300000.0,-321300000.0,321300000.0,282200000.0,240500000.0,186000000.0,7500000.0,7500000.0,522700000.0,129500000.0,652200000.0,652200000.0,2023-06-30
1343400.0,0.3,168112000.0,4478000.0,4478000.0,74871000.0,7962000.0,509386000.0,172590000.0,164628000.0,17838000.0,150502000.0,71736400.0,74871000.0,498545000.0,,,,,68925000.0,68925000.0,0.0,68925000.0,1400000.0,47425000.0,,53371000.0,-328000.0,14126000.0,-78554000.0,4450000.0,-232000.0,17838000.0,150502000.0,44744000.0,-10841000.0,-36872000.0,7962000.0,-487000.0,33903000.0,509386000.0,543289000.0,543289000.0,2023-03-31
,,,,,,,,,,,,,,,56615385.0,56615385.0,1.95,1.95,,,,,,,0.0,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.3,200400000.0,0.0,0.0,54700000.0,7200000.0,879500000.0,200400000.0,193200000.0,-142800000.0,142800000.0,54700000.0,54700000.0,1066800000.0,95964912.0,95964912.0,0.57,0.57,54700000.0,54700000.0,0.0,54700000.0,8900000.0,45900000.0,0.0,45900000.0,-10100000.0,50400000.0,56800000.0,0.0,0.0,-142800000.0,142800000.0,136400000.0,187300000.0,125500000.0,7200000.0,7200000.0,323700000.0,879500000.0,1203200000.0,1203200000.0,2024-06-30 00:00:00
