Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Rent And Landing Fees,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Other Special Charges
0.0,0.128866,186400000.0,0.0,0.0,33800000.0,113600000.0,532600000.0,186400000.0,72800000.0,-34000000.0,34000000.0,33800000.0,33800000.0,936500000.0,30800000.0,,,,,33800000.0,33800000.0,0.0,33800000.0,33800000.0,33800000.0,5000000.0,38800000.0,47200000.0,0.0,0.0,-34000000.0,34000000.0,25400000.0,403900000.0,259500000.0,113600000.0,113600000.0,30800000.0,429300000.0,532600000.0,961900000.0,961900000.0,2024-03-31,
1627488.760437,0.089917,283500000.0,18100000.0,18100000.0,141700000.0,107800000.0,592100000.0,301600000.0,193800000.0,-38100000.0,38100000.0,125227488.760437,141700000.0,1032300000.0,52600000.0,50607143.0,49201389.0,2.8,2.88,141700000.0,141700000.0,0.0,141700000.0,141700000.0,141700000.0,14000000.0,155700000.0,48200000.0,18100000.0,-18100000.0,-38100000.0,38100000.0,127500000.0,440200000.0,279800000.0,107800000.0,107800000.0,52600000.0,567700000.0,592100000.0,1159800000.0,1159800000.0,2023-12-31,
0.0,0.28536,220100000.0,0.0,0.0,57600000.0,101500000.0,518000000.0,220100000.0,118600000.0,-38000000.0,38000000.0,57600000.0,57600000.0,923600000.0,38800000.0,48813559.0,47603306.0,1.18,1.21,57600000.0,57600000.0,0.0,57600000.0,57600000.0,57600000.0,23000000.0,80600000.0,58200000.0,0.0,,-38000000.0,38000000.0,55200000.0,405600000.0,265300000.0,101500000.0,101500000.0,38800000.0,460800000.0,518000000.0,978800000.0,978800000.0,2023-09-30,
0.0,0.135484,209500000.0,0.0,0.0,67000000.0,96100000.0,489600000.0,209500000.0,113400000.0,-35900000.0,35900000.0,67000000.0,67000000.0,872600000.0,37800000.0,48550725.0,47517730.0,1.38,1.41,67000000.0,67000000.0,0.0,67000000.0,67000000.0,67000000.0,10500000.0,77500000.0,35400000.0,0.0,,-35900000.0,35900000.0,73900000.0,383000000.0,249100000.0,96100000.0,96100000.0,37800000.0,456900000.0,489600000.0,946500000.0,946500000.0,2023-06-30,
61653000.0,0.3,120540000.0,205510000.0,205510000.0,553080000.0,88110000.0,464180000.0,326050000.0,237940000.0,-4730000.0,35230000.0,409223000.0,553080000.0,823330000.0,27000000.0,,,,,553080000.0,553080000.0,0.0,553080000.0,553080000.0,553080000.0,-350370000.0,202710000.0,-52320000.0,149420000.0,,-4730000.0,35230000.0,51800000.0,359150000.0,-105760000.0,88110000.0,82900000.0,27000000.0,410950000.0,464180000.0,875130000.0,875130000.0,2023-03-31,
,,,,,,,,,,,,,,,,46890244.0,46890244.0,3.28,3.28,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31,
6886766.275347,0.184632,206200000.0,37300000.0,37300000.0,76400000.0,114500000.0,548500000.0,243500000.0,129000000.0,-35300000.0,35300000.0,45986766.275347,76400000.0,986200000.0,43500000.0,49610390.0,49290323.0,1.54,1.55,76400000.0,76400000.0,0.0,76400000.0,76400000.0,76400000.0,17300000.0,93700000.0,46800000.0,37300000.0,,-35300000.0,35300000.0,44900000.0,437700000.0,279700000.0,114500000.0,114500000.0,43500000.0,482600000.0,548500000.0,1031100000.0,1031100000.0,2024-06-30 00:00:00,-37300000.0
