Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Subsidiariesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
30759591.0,30759591.0,1516800000.0,1909160000.0,6756000000.0,8672460000.0,3570280000.0,6756000000.0,6763300000.0,7733190000.0,6763300000.0,6763300000.0,6455710000.0,,,307590000.0,307590000.0,3313290000.0,1235120000.0,30430000.0,208530000.0,969890000.0,969890000.0,26270000.0,2078170000.0,318870000.0,939270000.0,939270000.0,,33170000.0,714110000.0,,0.0,714110000.0,10076590000.0,4428140000.0,215020000.0,,26280000.0,26280000.0,,,,7300000.0,,4126900000.0,,4126900000.0,728820000.0,3398080000.0,,,,,5648450000.0,112130000.0,,,3476310000.0,,,,1466030000.0,,593980000.0,201620000.0,392360000.0,,,2024-03-31
30759591.0,30759591.0,2491930000.0,2497270000.0,6604650000.0,9106540000.0,3808190000.0,6604650000.0,6609270000.0,7444440000.0,6609270000.0,6609270000.0,6301680000.0,,,307590000.0,307590000.0,4053970000.0,1077020000.0,,194200000.0,835170000.0,835170000.0,47650000.0,2976950000.0,385980000.0,1662100000.0,1662100000.0,,31270000.0,866680000.0,,3590000.0,863090000.0,10663240000.0,3878100000.0,144450000.0,,27160000.0,27160000.0,,0.0,0.0,4620000.0,,3695810000.0,,3695810000.0,721490000.0,2974320000.0,,,,,6785140000.0,494900000.0,,,3827150000.0,,,,1863810000.0,,599280000.0,593940000.0,5340000.0,,,2023-09-30
30759591.0,30759591.0,1311140000.0,1433540000.0,6193380000.0,7634860000.0,3550850000.0,6193380000.0,6201320000.0,6978550000.0,6201320000.0,6201320000.0,5893730000.0,2679620000.0,3214110000.0,307590000.0,307590000.0,4431780000.0,1015850000.0,,182370000.0,777230000.0,777230000.0,56250000.0,3415930000.0,19740000.0,656310000.0,656310000.0,18540000.0,18540000.0,2274730000.0,70180000.0,22060000.0,2182490000.0,10633100000.0,3666320000.0,10000.0,107230000.0,100000.0,21770000.0,100000.0,0.0,0.0,7940000.0,7940000.0,3545820000.0,-859120000.0,4404940000.0,643770000.0,31550000.0,2485620000.0,732850000.0,511150000.0,0.0,6966780000.0,382250000.0,189840000.0,381510000.0,3865620000.0,1445860000.0,2419760000.0,3780000.0,2083950000.0,2083950000.0,442080000.0,319680000.0,122400000.0,0.0,122400000.0,2023-03-31
