Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
64481220.0,64481220.0,358710000.0,2531790000.0,3414440000.0,3792040000.0,2286270000.0,3414440000.0,2156440000.0,3416690000.0,3465150000.0,3416690000.0,3416690000.0,3287730000.0,,,128960000.0,128960000.0,3682330000.0,2301790000.0,,1862620000.0,1814160000.0,48460000.0,40190000.0,1380540000.0,337900000.0,669170000.0,342280000.0,326890000.0,,48720000.0,301030000.0,,5420000.0,295610000.0,7099020000.0,3432210000.0,188290000.0,,266680000.0,157680000.0,157680000.0,16280000.0,2250000.0,2250000.0,2795540000.0,,2795540000.0,8340000.0,2787200000.0,,,,3666810000.0,183820000.0,,,1249390000.0,,,,2122410000.0,,,111190000.0,94550000.0,16640000.0,,2024-03-31
64301880.0,64301880.0,98300000.0,2077620000.0,2895410000.0,3011750000.0,1926750000.0,2895410000.0,1964670000.0,2898800000.0,2958040000.0,2898800000.0,2898800000.0,9320000.0,2698190000.0,62690000.0,128600000.0,128600000.0,3024970000.0,2115190000.0,40670000.0,1708270000.0,1649030000.0,59240000.0,,909780000.0,,369350000.0,315640000.0,53710000.0,10230000.0,195250000.0,318090000.0,47700000.0,0.0,270390000.0,5923770000.0,3087240000.0,,161050000.0,198210000.0,,,16570000.0,3390000.0,3390000.0,2534860000.0,-993700000.0,3528560000.0,15240000.0,,461410000.0,3051910000.0,0.0,2836530000.0,63420000.0,7840000.0,159260000.0,1122610000.0,1080180000.0,42430000.0,250000.0,1468500000.0,-86080000.0,1554580000.0,14650000.0,,14650000.0,14650000.0,2023-06-30
64301880.0,64301880.0,19440000.0,1919140000.0,2809750000.0,2914300000.0,1918640000.0,2809750000.0,1818350000.0,2813510000.0,2881060000.0,2813510000.0,2813510000.0,2613200000.0,9020000.0,159140000.0,32150000.0,32150000.0,2931290000.0,1973480000.0,38160000.0,1579960000.0,1512410000.0,67550000.0,,957810000.0,,339180000.0,305940000.0,33240000.0,7290000.0,126850000.0,475000000.0,50320000.0,0.0,424680000.0,5744800000.0,2868350000.0,,131510000.0,202520000.0,,,16660000.0,3760000.0,3760000.0,2349710000.0,-982710000.0,3332420000.0,3080000.0,,419100000.0,2910240000.0,0.0,2876450000.0,80230000.0,7720000.0,199840000.0,1134030000.0,1073320000.0,60710000.0,170000.0,1373110000.0,-84040000.0,1457150000.0,81350000.0,,81350000.0,81350000.0,2023-03-31
