Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Non Current Prepaid Assets,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Restricted Cash,Prepaid Assets,Finished Goods,Work In Process,Raw Materials,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Financial
95585786.0,95585786.0,615200000.0,718200000.0,13855800000.0,14575800000.0,4428700000.0,13855800000.0,13857600000.0,14149400000.0,13857600000.0,13857600000.0,13666400000.0,191200000.0,191200000.0,2471000000.0,1576900000.0,1285100000.0,291800000.0,291800000.0,894100000.0,60600000.0,426400000.0,426400000.0,20100000.0,288800000.0,288800000.0,16328600000.0,11005800000.0,127300000.0,167900000.0,167900000.0,1800000.0,,10696900000.0,10696900000.0,48400000.0,10648500000.0,5322800000.0,463500000.0,3600000.0,3473300000.0,1700000.0,1171200000.0,209500000.0,106500000.0,103000000.0,2024-03-31,,,,,,,,,,,,,,,,,,,
95585786.0,95585786.0,641100000.0,671000000.0,13694500000.0,14366900000.0,4236300000.0,13694500000.0,13695900000.0,14099900000.0,13695900000.0,13695900000.0,13504700000.0,191200000.0,191200000.0,2461500000.0,1625300000.0,1221300000.0,404000000.0,404000000.0,836200000.0,62000000.0,267000000.0,267000000.0,18800000.0,411300000.0,411300000.0,16157400000.0,11084900000.0,159700000.0,167900000.0,167900000.0,1400000.0,1400000.0,10748200000.0,10748200000.0,564400000.0,10183800000.0,5072500000.0,684700000.0,3600000.0,2878800000.0,1500000.0,890900000.0,613000000.0,583100000.0,29900000.0,2023-09-30,,,,,,,,,,,,,,,,,,,
95585786.0,95585786.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,2023-03-31 00:00:00,-100000.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
