Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Inventories Adjustments Allowances,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Pensionand Other Post Retirement Benefit Plans Current
54008984.0,54008984.0,4690988000.0,6030462000.0,6038966000.0,4054216000.0,6030462000.0,4690988000.0,6038966000.0,6038966000.0,6038966000.0,6038966000.0,5498876000.0,,,540090000.0,540090000.0,5355742000.0,3985247000.0,,,3933758000.0,3933758000.0,51489000.0,1370495000.0,32503000.0,757230000.0,757230000.0,,10333000.0,373205000.0,,5051000.0,368154000.0,11394708000.0,5969997000.0,8008000.0,,225523000.0,360828000.0,360828000.0,8504000.0,,5367134000.0,,5367134000.0,109190000.0,5257944000.0,,,,5424711000.0,313491000.0,,,2163472000.0,,,,,,793210000.0,,,2154538000.0,1440020000.0,714518000.0,,,2024-03-31,,
54008984.0,54008984.0,3750401000.0,5654679000.0,5663099000.0,3802144000.0,5654679000.0,3750401000.0,5663099000.0,5663099000.0,5663099000.0,5663099000.0,5123009000.0,,,540090000.0,540090000.0,4346564000.0,3135900000.0,,,3072969000.0,3072969000.0,62931000.0,1210664000.0,154579000.0,677432000.0,677432000.0,,4671000.0,220162000.0,,14535000.0,205627000.0,10009663000.0,4996855000.0,48010000.0,,190430000.0,390912000.0,390912000.0,8420000.0,,4359083000.0,,4359083000.0,96362000.0,4262721000.0,,,,5012808000.0,246401000.0,,,2181758000.0,,,,,,757865000.0,,,1826784000.0,1257010000.0,569774000.0,,,2023-09-30,,
54008984.0,54008984.0,3394976000.0,5197367000.0,5204492000.0,3247861000.0,5197367000.0,3394976000.0,5204492000.0,5204492000.0,5204492000.0,5204492000.0,4554402000.0,2358001000.0,2306401000.0,540090000.0,540090000.0,4058915000.0,2797032000.0,80000.0,51035000.0,2745997000.0,2745997000.0,,1261883000.0,174592000.0,648979000.0,648979000.0,0.0,23079000.0,575543000.0,222710000.0,35928000.0,316905000.0,9263407000.0,4753663000.0,26416000.0,300207000.0,168029000.0,298425000.0,298425000.0,7125000.0,7125000.0,4027793000.0,-464833000.0,4492626000.0,98382000.0,3079639000.0,1141174000.0,173431000.0,0.0,4509744000.0,280860000.0,62633000.0,393737000.0,2303122000.0,-40095000.0,1895994000.0,138758000.0,308465000.0,2203000.0,721680000.0,-5418000.0,727098000.0,1026369000.0,689845000.0,336524000.0,54906000.0,281618000.0,2023-03-31,,
