Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Accrued Expenses,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
169402344.0,169402344.0,20612400000.0,22042000000.0,47081400000.0,71948200000.0,15816900000.0,47081400000.0,788800000.0,50695000000.0,66997600000.0,52119100000.0,1424100000.0,50695000000.0,49001000000.0,,,1694000000.0,1694000000.0,41158800000.0,26399300000.0,398300000.0,,,,7378600000.0,16952600000.0,650000000.0,16302600000.0,143900000.0,14759500000.0,1226800000.0,,5089400000.0,138800000.0,4950600000.0,,126000000.0,6811400000.0,,,34600000.0,6776800000.0,93277900000.0,62701500000.0,220300000.0,,15500000.0,,2799000000.0,2799000000.0,,,521400000.0,3613600000.0,2107900000.0,1505700000.0,54981600000.0,,54981600000.0,612900000.0,54368700000.0,,,,,30576400000.0,3936200000.0,,800000.0,,,9416300000.0,,,,,16600000.0,89400000.0,3612700000.0,,,13504400000.0,12863600000.0,640800000.0,,2024-03-31
169402344.0,169402344.0,23500100000.0,24821600000.0,42402700000.0,70103500000.0,14797100000.0,42402700000.0,803500000.0,46085400000.0,64487400000.0,47465300000.0,1379900000.0,46085400000.0,44391400000.0,,,1694000000.0,1694000000.0,44672100000.0,28975900000.0,408300000.0,,,,7803900000.0,19101100000.0,699100000.0,18402000000.0,148200000.0,15696200000.0,1627200000.0,,5720500000.0,104400000.0,5616100000.0,,61500000.0,6861400000.0,,,193100000.0,6668300000.0,92137400000.0,61644100000.0,517300000.0,,,,2210300000.0,2210300000.0,,,520300000.0,3682700000.0,2191700000.0,1491000000.0,54605500000.0,,54605500000.0,970700000.0,53634800000.0,,,,,30493300000.0,4193500000.0,,70000000.0,,,6532400000.0,,,,,344400000.0,0.0,2928500000.0,,,16424500000.0,15906500000.0,518000000.0,,2023-09-30
169402344.0,169402344.0,27040600000.0,28027700000.0,36543300000.0,67725200000.0,10828500000.0,36543300000.0,642500000.0,40340000000.0,61169100000.0,41647500000.0,1307500000.0,40340000000.0,310000000.0,18952200000.0,4549000000.0,1694000000.0,1694000000.0,47551300000.0,31262700000.0,418300000.0,22400000.0,116600000.0,19800000.0,7857400000.0,21372100000.0,543000000.0,20829100000.0,116600000.0,16288600000.0,20000000.0,3300000.0,6655600000.0,99500000.0,6556100000.0,128000000.0,128000000.0,9152500000.0,2567300000.0,6600000.0,3300000.0,6578600000.0,89198800000.0,62081700000.0,10400000.0,743900000.0,,818000000.0,924300000.0,924300000.0,267200000.0,267200000.0,526500000.0,3796700000.0,2305700000.0,1491000000.0,54473400000.0,-11509200000.0,65982600000.0,1194400000.0,1130000000.0,49024000000.0,6460800000.0,8173400000.0,0.0,27117100000.0,10600000.0,134600000.0,77600000.0,21900000.0,4102900000.0,8192900000.0,1500000.0,1584700000.0,426000000.0,6180700000.0,2381600000.0,56900000.0,3495400000.0,-28000000.0,3523400000.0,8642700000.0,8298100000.0,344600000.0,344600000.0,2023-03-31
