Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Preferred Securities Outside Stock Equity,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Trading Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Current Provisions,Other Investments,Construction In Progress
345685625.0,345685625.0,821965000.0,1064238000.0,3984856000.0,6232812000.0,1364998000.0,3984856000.0,148267000.0,5316841000.0,6232812000.0,5316841000.0,5316841000.0,,,691371000.0,691371000.0,1489314000.0,1052573000.0,-1000.0,,35289000.0,1017285000.0,101314000.0,915971000.0,436741000.0,91269000.0,46953000.0,46953000.0,14943000.0,220303000.0,,220303000.0,6806155000.0,5004416000.0,25844000.0,,143440000.0,2565844000.0,,2565844000.0,,1331985000.0,1331985000.0,870783000.0,,870783000.0,870783000.0,,,,,1801739000.0,240491000.0,,,,735014000.0,,,826234000.0,732228000.0,94006000.0,,2024-03-31,,,
345685625.0,345685625.0,772939000.0,983294000.0,3722171000.0,6084707000.0,1120509000.0,3722171000.0,146077000.0,5247490000.0,6084707000.0,5247490000.0,5247490000.0,-77297000.0,3352318000.0,691371000.0,691371000.0,1314402000.0,951082000.0,,837217000.0,23512000.0,927570000.0,90353000.0,837217000.0,363320000.0,55198000.0,55724000.0,55724000.0,12815000.0,239583000.0,66301000.0,173282000.0,6561892000.0,5078063000.0,29005000.0,130548000.0,182435000.0,2149468000.0,2006967000.0,109800000.0,32701000.0,1525319000.0,1525319000.0,806913000.0,-396474000.0,1203387000.0,382554000.0,338919000.0,481728000.0,186000.0,0.0,1483829000.0,20000000.0,2585000.0,128896000.0,148029000.0,658742000.0,-279359000.0,938101000.0,525577000.0,461299000.0,64278000.0,64278000.0,2023-03-31,,,
