Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
23081798.0,23081798.0,270200000.0,4635000000.0,4724400000.0,2641000000.0,4635000000.0,270200000.0,4724400000.0,4724400000.0,4724400000.0,4724400000.0,4493600000.0,,,230800000.0,230800000.0,2530600000.0,381700000.0,,26700000.0,249000000.0,249000000.0,106000000.0,2148900000.0,27300000.0,21200000.0,21200000.0,107500000.0,1864200000.0,,,112400000.0,1751800000.0,7255000000.0,2465100000.0,194800000.0,,147900000.0,147900000.0,,89400000.0,89400000.0,1670300000.0,,1670300000.0,38700000.0,1631600000.0,,,,,4789900000.0,428300000.0,,,1240100000.0,,,,,700000.0,1949200000.0,,,1171600000.0,94300000.0,1077300000.0,,,2024-03-31
23081798.0,23081798.0,279300000.0,4512700000.0,4602100000.0,2604900000.0,4512700000.0,279300000.0,4602100000.0,4602100000.0,4602100000.0,4602100000.0,4371300000.0,,,230800000.0,230800000.0,2675600000.0,399900000.0,,44000000.0,258900000.0,258900000.0,97000000.0,2275700000.0,193700000.0,20400000.0,20400000.0,108000000.0,1798800000.0,,,115900000.0,1682900000.0,7277700000.0,2397100000.0,74200000.0,,147100000.0,147100000.0,,89400000.0,89400000.0,1721800000.0,,1721800000.0,91500000.0,1630300000.0,,,,,4880600000.0,455200000.0,,,1156400000.0,,,,,400000.0,2751300000.0,,,517300000.0,264500000.0,252800000.0,,,2023-09-30
23081798.0,23081798.0,0.0,4234815000.0,4324226000.0,2306844000.0,4234815000.0,0.0,4324226000.0,4324226000.0,4324226000.0,4324226000.0,4093400000.0,2921629000.0,49539000.0,230818000.0,230818000.0,2293116000.0,130218000.0,73138000.0,57080000.0,,,73100000.0,2162898000.0,639000.0,0.0,0.0,106731000.0,2027651000.0,106663000.0,48730000.0,98898000.0,1773360000.0,6617342000.0,2147600000.0,117000000.0,70020000.0,32828000.0,2828000.0,30000000.0,89411000.0,89411000.0,1449221000.0,-1667080000.0,3116301000.0,76306000.0,1372900000.0,2096041000.0,919550000.0,24404000.0,0.0,4469742000.0,5736000.0,48730000.0,568946000.0,1292996000.0,22037000.0,566188000.0,235785000.0,468986000.0,36502000.0,2177303000.0,-7598000.0,2184901000.0,339529000.0,116000.0,339413000.0,195000000.0,144413000.0,2023-03-31
