Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
53615150.0,53615150.0,7524640000.0,8906590000.0,13101090000.0,21484950000.0,229750000.0,13101090000.0,895600000.0,13473960000.0,15989820000.0,13633200000.0,159240000.0,13473960000.0,13366730000.0,,,107230000.0,107230000.0,14294170000.0,4528900000.0,497180000.0,,,692420000.0,3311960000.0,796100000.0,2515860000.0,27340000.0,9765270000.0,308440000.0,,5594630000.0,99500000.0,5495130000.0,,15720000.0,3598200000.0,,40530000.0,3557670000.0,27927370000.0,17932350000.0,456420000.0,,490490000.0,490490000.0,205060000.0,205060000.0,372870000.0,29590000.0,343280000.0,16301990000.0,,16301990000.0,835000000.0,15466990000.0,,,,,9995020000.0,440900000.0,,,,4189110000.0,,,,25130000.0,4622120000.0,,,717760000.0,231410000.0,486350000.0,,2024-03-31
53326662.0,53326662.0,6380780000.0,7971690000.0,12135160000.0,19558920000.0,1171640000.0,12135160000.0,916860000.0,12504090000.0,15408230000.0,12654930000.0,150840000.0,12504090000.0,12397440000.0,,,106650000.0,106650000.0,13381730000.0,4972350000.0,488260000.0,,,728440000.0,3727870000.0,823730000.0,2904140000.0,27780000.0,8409380000.0,360860000.0,,4243820000.0,93130000.0,4150690000.0,,4450000.0,3634990000.0,,49680000.0,3585310000.0,26036660000.0,16455640000.0,466690000.0,,515950000.0,515950000.0,,,368930000.0,28550000.0,340380000.0,14995070000.0,,14995070000.0,928940000.0,14066130000.0,,,,,9581020000.0,461500000.0,,,,4302740000.0,,,,23510000.0,3823290000.0,,,969980000.0,295930000.0,674050000.0,,2023-09-30
52929540.0,52929540.0,6625530000.0,8042240000.0,11307730000.0,18800450000.0,991670000.0,11307730000.0,921130000.0,11679340000.0,14309590000.0,11819680000.0,140340000.0,11679340000.0,195730000.0,9648550000.0,1566000000.0,105860000.0,105860000.0,12808950000.0,4656490000.0,487400000.0,28920000.0,487400000.0,688600000.0,3451570000.0,821320000.0,2630250000.0,28920000.0,8152460000.0,219760000.0,5000000.0,4590670000.0,99810000.0,4490860000.0,25730000.0,25730000.0,3103030000.0,176250000.0,5000000.0,2926780000.0,24628630000.0,15484500000.0,10060000.0,656310000.0,116390000.0,116390000.0,,,371610000.0,24540000.0,347070000.0,14321140000.0,-5595740000.0,19916880000.0,756610000.0,638350000.0,14833410000.0,2938750000.0,749760000.0,0.0,9144130000.0,262970000.0,0.0,42700000.0,235300000.0,3709630000.0,830620000.0,1380520000.0,1498490000.0,213170000.0,4327310000.0,-91400000.0,4418710000.0,616020000.0,120440000.0,495580000.0,495580000.0,2023-03-31
