Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,383382000.0,0.0,0.0,-65391000.0,122443000.0,23462000.0,383382000.0,260939000.0,-335148000.0,330668000.0,-4480000.0,-65391000.0,-65391000.0,1240591000.0,,,,,-65391000.0,-65391000.0,0.0,-65391000.0,67927000.0,-133318000.0,-133318000.0,63589000.0,-69729000.0,90754000.0,0.0,0.0,-335148000.0,330668000.0,-4480000.0,201590000.0,1217129000.0,917677000.0,122443000.0,122443000.0,,,,1418719000.0,23462000.0,1442181000.0,1442181000.0,2024-03-31
172371.98437,4.4e-05,923252000.0,3890228000.0,3890228000.0,4642688000.0,135978000.0,36370000.0,4813480000.0,4677502000.0,-46035000.0,50899000.0,4864000.0,752632371.98437,4642688000.0,758038000.0,502999783.0,501370194.0,9.23,9.26,4642688000.0,4642688000.0,0.0,4642688000.0,16291000.0,4626398000.0,4626398000.0,205000.0,4626603000.0,115612000.0,3890228000.0,-3890228000.0,-46035000.0,50899000.0,4864000.0,670000000.0,721668000.0,389905000.0,135978000.0,135978000.0,,,,1391668000.0,36370000.0,1428038000.0,1428038000.0,2023-12-31
332370196.14749,0.050049,3002084000.0,6640958000.0,6640958000.0,8841991000.0,920000.0,54673000.0,9643042000.0,9642122000.0,1925427000.0,233814000.0,2159241000.0,2533403196.14749,8841991000.0,164477000.0,419250403.0,384267319.0,21.09,23.01,8841991000.0,8841991000.0,0.0,8841991000.0,-95445000.0,8937436000.0,8937436000.0,470872000.0,9408308000.0,352844000.0,6640958000.0,-6640958000.0,1925427000.0,233814000.0,2159241000.0,515680000.0,109804000.0,85982000.0,920000.0,920000.0,,,,625484000.0,54673000.0,680157000.0,680157000.0,2023-09-30
0.0,0.3,-28812000.0,0.0,0.0,-225499000.0,1316000.0,22961000.0,-28812000.0,-30128000.0,-217768000.0,217768000.0,,-225499000.0,-225499000.0,112898000.0,352342188.0,352342188.0,-0.64,-0.64,-225499000.0,-225499000.0,0.0,-225499000.0,33630000.0,-259129000.0,-259129000.0,11233000.0,-247896000.0,62602000.0,0.0,,-217768000.0,217768000.0,,-88573000.0,89937000.0,38461000.0,1316000.0,1316000.0,20565000.0,11095000.0,9470000.0,1364000.0,22961000.0,24325000.0,24325000.0,2023-06-30
-67200.0,0.3,-123901000.0,-224000.0,-224000.0,-516169000.0,1146000.0,45177000.0,-124125000.0,-125271000.0,-197027000.0,197027000.0,,-516012200.0,-516169000.0,1028381000.0,,,,,-516169000.0,-516169000.0,0.0,-516169000.0,-100682000.0,-415488000.0,-415488000.0,93190000.0,-322298000.0,173529000.0,-224000.0,224000.0,-197027000.0,197027000.0,,-444883000.0,983204000.0,976238000.0,1146000.0,1146000.0,,,,538321000.0,45177000.0,583498000.0,583498000.0,2023-03-31
,,,,,,,,,,,,254595000.0,,,,272880749.0,272880749.0,-22.7,-22.7,,,,,,,,,,,,,,,254595000.0,,,,,,,,,,,,,2022-12-31
0.0,0.219022,263606000.0,0.0,0.0,-136052000.0,131576000.0,29668000.0,263606000.0,132030000.0,-299548000.0,300899000.0,1351000.0,-136052000.0,-136052000.0,789082000.0,503896296.0,503896296.0,-0.27,-0.27,-136052000.0,-136052000.0,0.0,-136052000.0,-4169000.0,-131883000.0,-131883000.0,-36986000.0,-168869000.0,135353000.0,0.0,,-299548000.0,300899000.0,1351000.0,5423000.0,759414000.0,402842000.0,131576000.0,131576000.0,,,,764837000.0,29668000.0,794505000.0,794505000.0,2024-06-30 00:00:00
