Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-12931624.83,0.110002,2185260000.0,-117558000.0,-117558000.0,1272482000.0,454531000.0,1937415000.0,2067702000.0,1613171000.0,-182289000.0,182289000.0,1377108375.17,1272482000.0,6629809000.0,,,,,1272482000.0,1272482000.0,0.0,1272482000.0,,1273482000.0,1273482000.0,157400000.0,1430882000.0,105233000.0,-117558000.0,117558000.0,-182289000.0,182289000.0,1625496000.0,4692394000.0,1274200000.0,454531000.0,454531000.0,1080823000.0,1080823000.0,6317890000.0,1937415000.0,8255305000.0,8255305000.0,2024-03-31
-15677016.697735,0.28326,2395605000.0,-55345000.0,-55345000.0,1236407000.0,439821000.0,1906677000.0,2340260000.0,1900439000.0,-176792000.0,176792000.0,1276074983.302265,1236407000.0,6589544000.0,268784130.0,268201085.0,4.6,4.61,1236407000.0,1236407000.0,0.0,1236407000.0,1000000.0,1235407000.0,1235407000.0,488240000.0,1723647000.0,219311000.0,-55345000.0,55345000.0,-176792000.0,176792000.0,1736473000.0,4682867000.0,1277595000.0,439821000.0,439821000.0,1116836000.0,1116836000.0,6419340000.0,1906677000.0,8326017000.0,8326017000.0,2023-12-31
-14868476.451566,0.266365,2391844000.0,-55820000.0,-55820000.0,1251609000.0,429098000.0,1935795000.0,2336024000.0,1906926000.0,-200889000.0,200889000.0,1292560523.548434,1251609000.0,6684151000.0,268585622.0,268585622.0,4.66,4.66,1251609000.0,1251609000.0,0.0,1251609000.0,0.0,1251609000.0,1251609000.0,454428000.0,1706037000.0,207505000.0,-55820000.0,55820000.0,-200889000.0,200889000.0,1755241000.0,4748356000.0,1408998000.0,429098000.0,429098000.0,1072381000.0,1072381000.0,6503597000.0,1935795000.0,8439392000.0,8439392000.0,2023-09-30
-17824050.820179,0.276741,2057821000.0,-64407000.0,-64407000.0,1020102000.0,403830000.0,1813713000.0,1993414000.0,1589584000.0,-179160000.0,179160000.0,1066684949.179821,1020102000.0,6290996000.0,268447895.0,268447895.0,3.8,3.8,1020102000.0,1020102000.0,0.0,1020102000.0,0.0,1020102000.0,1020102000.0,390322000.0,1410424000.0,214591000.0,-64407000.0,64407000.0,-179160000.0,179160000.0,1439400000.0,4477283000.0,1293967000.0,403830000.0,403830000.0,1000240000.0,1000240000.0,5916683000.0,1813713000.0,7730396000.0,7730396000.0,2023-06-30
-6858045.297872,0.240507,1943609000.0,-28515000.0,-28515000.0,1010727000.0,379500000.0,1647734000.0,1915094000.0,1535594000.0,-204803000.0,204803000.0,1032383954.702128,1010727000.0,5754173000.0,,,,,1010727000.0,1010727000.0,0.0,1010727000.0,0.0,1010727000.0,1010727000.0,320064000.0,1330791000.0,284064000.0,-28515000.0,28515000.0,-204803000.0,204803000.0,1280045000.0,4106439000.0,1228143000.0,379500000.0,379500000.0,909634000.0,909634000.0,5386484000.0,1647734000.0,7034218000.0,7034218000.0,2023-03-31
,,,,,,,,,,,,,,,261733117.0,261733117.0,3.08,3.08,,,,,0.0,,,,,,,,,,,,,,,,,,,,,2022-12-31
-12760933.645198,0.260268,2131520000.0,-49030000.0,-49030000.0,1062860000.0,466180000.0,2088640000.0,2082490000.0,1616310000.0,-179790000.0,179790000.0,1099129066.354802,1062860000.0,7164700000.0,268398990.0,268398990.0,3.96,3.96,1062860000.0,1062860000.0,0.0,1062860000.0,220000.0,1062640000.0,1062640000.0,373880000.0,1436520000.0,219270000.0,-49030000.0,49030000.0,-179790000.0,179790000.0,1446070000.0,5076060000.0,1413240000.0,466180000.0,466180000.0,1184790000.0,1184790000.0,6522130000.0,2088640000.0,8610770000.0,8610770000.0,2024-06-30 00:00:00
