Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,153084000.0,0.0,0.0,47563000.0,15425000.0,3238216000.0,153084000.0,137659000.0,-266856000.0,266856000.0,47563000.0,47563000.0,6438488000.0,,,,,47563000.0,47563000.0,0.0,47563000.0,117081000.0,-69518000.0,0.0,-69518000.0,-59679000.0,-129197000.0,2366690000.0,0.0,0.0,-266856000.0,266856000.0,-2229031000.0,3200272000.0,3133977000.0,15425000.0,15425000.0,971241000.0,3238216000.0,4209457000.0,4209457000.0,2024-03-31
0.0,0.133479,34655000.0,0.0,0.0,-124988000.0,115303000.0,2452559000.0,34655000.0,-80648000.0,-84988000.0,84988000.0,-124988000.0,-124988000.0,2844662000.0,73957396.0,73957396.0,-1.69,-1.69,-124988000.0,-124988000.0,0.0,-124988000.0,18539000.0,-143527000.0,0.0,-143527000.0,-22109000.0,-165636000.0,7555000.0,0.0,0.0,-84988000.0,84988000.0,-88203000.0,392103000.0,225294000.0,115303000.0,115303000.0,303900000.0,2452559000.0,2756459000.0,2756459000.0,2023-12-31
0.0,0.048516,-80555000.0,0.0,0.0,-178251000.0,87202000.0,1527920000.0,-80555000.0,-167757000.0,-34093000.0,34093000.0,-178251000.0,-178251000.0,3177615000.0,73657438.0,73657438.0,-2.42,-2.42,-178251000.0,-178251000.0,0.0,-178251000.0,13806000.0,-192057000.0,0.0,-192057000.0,-9793000.0,-201850000.0,443795000.0,0.0,0.0,-34093000.0,34093000.0,-611552000.0,1649695000.0,1496244000.0,87202000.0,87202000.0,1038143000.0,1527920000.0,2566063000.0,2566063000.0,2023-09-30
0.0,0.044862,-83423000.0,0.0,0.0,-195490000.0,100171000.0,2276873000.0,-83423000.0,-183594000.0,-28300000.0,28300000.0,-195490000.0,-195490000.0,2485148000.0,73769811.0,73769811.0,-2.65,-2.65,-195490000.0,-195490000.0,0.0,-195490000.0,6898000.0,-202388000.0,0.0,-202388000.0,-9506000.0,-211894000.0,196006000.0,0.0,,-28300000.0,28300000.0,-379600000.0,208275000.0,48828000.0,100171000.0,100171000.0,-171325000.0,2276873000.0,2105548000.0,2105548000.0,2023-06-30
0.0,0.11224,5777945000.0,,,-773717000.0,6615945000.0,3698947000.0,5777945000.0,-838000000.0,-252317000.0,252317000.0,-773717000.0,-773717000.0,12563017000.0,,,,,-773717000.0,-773717000.0,0.0,-773717000.0,194223000.0,-967940000.0,0.0,-967940000.0,-122377000.0,-1090317000.0,7274523000.0,,,-252317000.0,252317000.0,-8108932000.0,8864070000.0,2168781000.0,6615945000.0,6615945000.0,755138000.0,3698947000.0,4454085000.0,4454085000.0,2023-03-31
,,,0.0,0.0,,,,,,,,,,,73794940.0,73794940.0,-2.42,-2.42,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,2022-12-31
0.0,0.3,77454000.0,0.0,0.0,-95781000.0,101204000.0,1651392000.0,77454000.0,-23750000.0,-42926000.0,42926000.0,-95781000.0,-95781000.0,2648153000.0,73677692.0,73677692.0,-1.3,-1.3,-95781000.0,-95781000.0,0.0,-95781000.0,8965000.0,-104746000.0,0.0,-104746000.0,38070000.0,-66676000.0,260413000.0,0.0,0.0,-42926000.0,42926000.0,-284163000.0,996761000.0,848887000.0,101204000.0,101204000.0,712598000.0,1651392000.0,2363990000.0,2363990000.0,2024-06-30 00:00:00
