Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
39186063.0,39186063.0,,137760000.0,3983750000.0,4121700000.0,3544350000.0,3983750000.0,3983940000.0,4020030000.0,4055080000.0,71140000.0,3983940000.0,3592080000.0,,,391860000.0,391860000.0,434740000.0,40220000.0,,0.0,36090000.0,36090000.0,4130000.0,394520000.0,20400000.0,101670000.0,101670000.0,,15020000.0,87620000.0,,5510000.0,82110000.0,4489820000.0,550940000.0,5340000.0,,6510000.0,121970000.0,121970000.0,,190000.0,190000.0,,416930000.0,,416930000.0,0.0,416930000.0,,,,,3938870000.0,247320000.0,,,,556550000.0,,,,,1166880000.0,1968120000.0,1501190000.0,466930000.0,,2024-03-31
39186063.0,39186063.0,175380000.0,249680000.0,2258880000.0,2508780000.0,1881580000.0,2258880000.0,2259100000.0,2305020000.0,2325100000.0,66000000.0,2259100000.0,,1882550000.0,0.0,317200000.0,317200000.0,387520000.0,56430000.0,3880000.0,6630000.0,45920000.0,45920000.0,,331090000.0,5560000.0,203760000.0,203760000.0,12420000.0,,102680000.0,39620000.0,0.0,63060000.0,2712620000.0,499960000.0,-10000.0,23110000.0,0.0,61240000.0,27090000.0,34150000.0,220000.0,220000.0,0.0,411160000.0,-130690000.0,541850000.0,34260000.0,,318830000.0,147680000.0,41080000.0,0.0,2212670000.0,530000.0,70000.0,47340000.0,289510000.0,764390000.0,4280000.0,329880000.0,430230000.0,1110000.0,943230000.0,166490000.0,92190000.0,74300000.0,74300000.0,2023-12-31
