Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Tradeand Other Payables Non Current,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
369386899.0,369386899.0,75534700000.0,78645900000.0,22567100000.0,99998400000.0,100406900000.0,22567100000.0,1255800000.0,22608300000.0,99998400000.0,22608300000.0,22608300000.0,18914400000.0,,,3693900000.0,3693900000.0,88770100000.0,88648600000.0,607700000.0,11200000.0,,78645900000.0,1255800000.0,77390100000.0,94900000.0,121500000.0,,,,,121500000.0,,121500000.0,111378400000.0,10850000000.0,434600000.0,21900000.0,8935200000.0,8935200000.0,41200000.0,41200000.0,1417100000.0,,1417100000.0,2700000.0,1414400000.0,,,,100528400000.0,,,,98272100000.0,103300000.0,297600000.0,,,1855400000.0,,1855400000.0,,,2024-03-31
364105753.0,364105753.0,73158420000.0,75438390000.0,13524810000.0,87654810000.0,17733770000.0,13524810000.0,1340400000.0,13556820000.0,58744150000.0,13556820000.0,13556820000.0,148020000.0,3766010000.0,5269780000.0,3219120000.0,3219120000.0,77153090000.0,46389890000.0,,48230000.0,20500000.0,46275130000.0,1087800000.0,45187330000.0,46030000.0,30763200000.0,29163260000.0,252600000.0,28910660000.0,213160000.0,855550000.0,615130000.0,240420000.0,90709910000.0,42213050000.0,75100000.0,218360000.0,165490000.0,165490000.0,32010000.0,32010000.0,1431310000.0,-350610000.0,1781920000.0,5220000.0,1130740000.0,412510000.0,233450000.0,0.0,48496970000.0,243460000.0,6630000.0,119720000.0,39753800000.0,,148500000.0,-18030000.0,166530000.0,8224860000.0,7285290000.0,939570000.0,0.0,939570000.0,2023-03-31
364105753.0,364105753.0,74655170000.0,78419080000.0,14121210000.0,91281910000.0,21372540000.0,14121210000.0,1286200000.0,14149030000.0,63962390000.0,14149030000.0,14149030000.0,161640000.0,4304830000.0,5269780000.0,3219120000.0,3219120000.0,79976020000.0,50964500000.0,,33740000.0,24320000.0,50851800000.0,1038440000.0,49813360000.0,54640000.0,29011520000.0,27567280000.0,247760000.0,27319520000.0,244480000.0,835360000.0,498410000.0,336950000.0,94125050000.0,43731550000.0,32200000.0,201130000.0,163600000.0,163600000.0,27820000.0,27820000.0,1418440000.0,-379490000.0,1797930000.0,11620000.0,1124120000.0,422870000.0,239320000.0,0.0,50384060000.0,388100000.0,0.0,86000000.0,41169450000.0,,202350000.0,-18300000.0,220650000.0,8538160000.0,6060450000.0,2477710000.0,1500270000.0,977440000.0,2023-06-30 00:00:00
