Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Other Payable,Dividends Payable,Non Current Prepaid Assets,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Hedging Assets Current,Restricted Cash,Prepaid Assets,Other Inventories,Finished Goods,Work In Process,Raw Materials,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Equivalents,Cash Financial
18778186.0,18778186.0,1806220000.0,2984550000.0,3862980000.0,6607560000.0,1221660000.0,3862980000.0,1038520000.0,4661530000.0,5191830000.0,4661530000.0,4661530000.0,4473750000.0,187780000.0,187780000.0,4422650000.0,1485510000.0,8820000.0,3400000.0,1435150000.0,904850000.0,530300000.0,38140000.0,2937140000.0,52880000.0,1549400000.0,133670000.0,1415730000.0,36830000.0,1076440000.0,1076440000.0,9084180000.0,4925380000.0,54700000.0,,209490000.0,209490000.0,798550000.0,478580000.0,319970000.0,3861970000.0,3861970000.0,36720000.0,3825250000.0,4158800000.0,284990000.0,1236340000.0,2400000.0,31290000.0,2004100000.0,599680000.0,459870000.0,139810000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,,
18768000.0,18768000.0,2356520000.0,3440320000.0,3511110000.0,6806960000.0,737280000.0,3511110000.0,980680000.0,4347320000.0,4878220000.0,4347320000.0,4347320000.0,4159640000.0,187680000.0,187680000.0,5044170000.0,1457000000.0,9500000.0,18020000.0,1391380000.0,860480000.0,530900000.0,38100000.0,3587170000.0,113870000.0,2048940000.0,120200000.0,1928740000.0,26990000.0,984860000.0,984860000.0,9391490000.0,5067040000.0,50810000.0,,206450000.0,206450000.0,836210000.0,510820000.0,325390000.0,3972890000.0,3972890000.0,140450000.0,3832440000.0,4324450000.0,254030000.0,1251530000.0,4100000.0,41050000.0,2060120000.0,713620000.0,610500000.0,103120000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,,
18768000.0,18768000.0,3997810000.0,4572690000.0,2703440000.0,7876600000.0,628980000.0,2703440000.0,240350000.0,3544260000.0,5740550000.0,3544260000.0,3544260000.0,3356580000.0,187680000.0,187680000.0,6310340000.0,2474980000.0,10140000.0,25390000.0,2401350000.0,205060000.0,2196290000.0,38100000.0,3835360000.0,104220000.0,2171340000.0,35290000.0,2136050000.0,23750000.0,1205720000.0,1205720000.0,9854600000.0,5390260000.0,50320000.0,82950000.0,167580000.0,167580000.0,840820000.0,526330000.0,314490000.0,4247720000.0,4247720000.0,131610000.0,4116110000.0,4464340000.0,222990000.0,1234860000.0,6950000.0,27710000.0,2086430000.0,885400000.0,550870000.0,334530000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,,
