Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Defined Pension Benefit
9367111.0,9367111.0,111800000.0,5527900000.0,5627900000.0,3158400000.0,5527900000.0,11800000.0,5527900000.0,5577900000.0,5527900000.0,5527900000.0,5434200000.0,,,93700000.0,93700000.0,833100000.0,184400000.0,5100000.0,,,92500000.0,60600000.0,10600000.0,50000000.0,2200000.0,648700000.0,76300000.0,51200000.0,1200000.0,50000000.0,18900000.0,448200000.0,,2300000.0,445900000.0,6361000000.0,2553900000.0,89900000.0,,908800000.0,908800000.0,0.0,,1490700000.0,,1490700000.0,13200000.0,1477500000.0,,,,,3807100000.0,381800000.0,,,,1205600000.0,,,,,1800000.0,803200000.0,,,1414700000.0,372300000.0,1042400000.0,,,2024-03-31,
9367111.0,9367111.0,148300000.0,5495000000.0,5642700000.0,3273800000.0,5495000000.0,11700000.0,5506100000.0,5581100000.0,5506100000.0,5506100000.0,5412400000.0,,,93700000.0,93700000.0,1141700000.0,270900000.0,2600000.0,,,132200000.0,86000000.0,11000000.0,75000000.0,26100000.0,870800000.0,257600000.0,62300000.0,700000.0,61600000.0,18900000.0,487800000.0,,2300000.0,485500000.0,6647800000.0,2503200000.0,87400000.0,,799300000.0,799300000.0,11100000.0,11100000.0,1544500000.0,,1544500000.0,240900000.0,1303600000.0,,,,,4144600000.0,373800000.0,,,,1977500000.0,,,,,4200000.0,841800000.0,,,947300000.0,795200000.0,152100000.0,,,2023-09-30,
9367111.0,9367111.0,194100000.0,5461900000.0,5671700000.0,3512000000.0,5461900000.0,6500000.0,5484100000.0,5584100000.0,5484100000.0,5484100000.0,5390400000.0,4745900000.0,319400000.0,93700000.0,93700000.0,835900000.0,300000000.0,2600000.0,22000000.0,2600000.0,145600000.0,105800000.0,5800000.0,100000000.0,22000000.0,535900000.0,99200000.0,88300000.0,700000.0,87600000.0,18900000.0,376400000.0,95100000.0,2300000.0,279000000.0,6320000000.0,2272100000.0,70100000.0,42800000.0,765000000.0,765000000.0,22200000.0,22200000.0,1394500000.0,-1243100000.0,2637600000.0,79800000.0,1314700000.0,2042300000.0,357100000.0,158400000.0,0.0,4047900000.0,452600000.0,200000.0,20900000.0,419200000.0,1002000000.0,42400000.0,517200000.0,36500000.0,405900000.0,38900000.0,519900000.0,-45300000.0,565200000.0,2046800000.0,336300000.0,1710500000.0,1685200000.0,25300000.0,2023-03-31,
