Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
38180584.0,38180584.0,15400000.0,409900000.0,4251900000.0,4664500000.0,2953000000.0,4251900000.0,4254600000.0,4456400000.0,4254300000.0,-300000.0,4254600000.0,3875100000.0,,,,379500000.0,379500000.0,4168000000.0,235900000.0,,,19900000.0,201800000.0,201800000.0,14200000.0,3932100000.0,366100000.0,,208100000.0,208100000.0,26300000.0,1422500000.0,,,177000000.0,1245500000.0,8422300000.0,1537300000.0,30400000.0,,0.0,816900000.0,816900000.0,2700000.0,,2700000.0,665900000.0,,665900000.0,0.0,665900000.0,,,,,6885100000.0,2592100000.0,,208600000.0,,,900600000.0,252800000.0,1577800000.0,1353200000.0,958700000.0,394500000.0,,2024-03-31
37880584.0,37880584.0,709700000.0,882900000.0,4123600000.0,5013700000.0,3299800000.0,4123600000.0,4130800000.0,4655200000.0,4130500000.0,-300000.0,4130800000.0,3751800000.0,,,,379000000.0,379000000.0,4232300000.0,557100000.0,,,16400000.0,524400000.0,524400000.0,16300000.0,3675200000.0,785600000.0,,358500000.0,358500000.0,26200000.0,1087200000.0,,,71500000.0,1015700000.0,8362800000.0,1387900000.0,28200000.0,,0.0,649000000.0,649000000.0,7200000.0,4500000.0,2700000.0,682100000.0,,682100000.0,20400000.0,661700000.0,,,,,6975000000.0,2806300000.0,,344000000.0,,,564200000.0,245400000.0,1428400000.0,1586700000.0,1413500000.0,173200000.0,,2023-09-30
37880584.0,37880584.0,416600000.0,794400000.0,3647400000.0,4445200000.0,2463900000.0,3647400000.0,3650800000.0,3969300000.0,3650600000.0,-200000.0,3650800000.0,41900000.0,16900000.0,2128600000.0,1021500000.0,374600000.0,374600000.0,4150000000.0,351300000.0,100000.0,16300000.0,16400000.0,318500000.0,318500000.0,16300000.0,3798700000.0,547900000.0,10100000.0,475900000.0,475900000.0,26200000.0,3285800000.0,1550800000.0,300000.0,10100000.0,1734700000.0,7800600000.0,1537900000.0,800000.0,54000000.0,0.0,1100000.0,1100000.0,3400000.0,700000.0,2700000.0,690900000.0,-535900000.0,1226800000.0,21300000.0,670400000.0,1171800000.0,10600000.0,23100000.0,0.0,6262600000.0,2032200000.0,451900000.0,166000000.0,1300000.0,164700000.0,1595000000.0,184600000.0,3671900000.0,377800000.0,926600000.0,377800000.0,377800000.0,2023-03-31
