Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Financial Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Hedging Assets Current,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
44378200.0,44378200.0,0.0,833192000.0,833691000.0,862083000.0,833192000.0,833691000.0,833691000.0,833691000.0,833691000.0,389909000.0,443782000.0,443782000.0,229704000.0,225497000.0,6434000.0,0.0,,0.0,0.0,0.0,15926000.0,4207000.0,,,,,4207000.0,0.0,4207000.0,1063395000.0,197105000.0,24559000.0,15039000.0,,24424000.0,99912000.0,99912000.0,,,25736000.0,499000.0,499000.0,0.0,6936000.0,6936000.0,0.0,6936000.0,866290000.0,,,0.0,3133000.0,108169000.0,45824000.0,709164000.0,702893000.0,6271000.0,2024-03-31
44378200.0,44378200.0,0.0,783161000.0,783796000.0,765514000.0,783161000.0,783796000.0,783796000.0,783796000.0,783796000.0,340014000.0,443782000.0,443782000.0,268207000.0,252801000.0,5529000.0,0.0,,0.0,0.0,0.0,17409000.0,15406000.0,,,,,15406000.0,12773000.0,2633000.0,1052003000.0,271082000.0,22402000.0,24469000.0,0.0,,190075000.0,190075000.0,,,26120000.0,635000.0,635000.0,0.0,7381000.0,7381000.0,0.0,7381000.0,780920000.0,,0.0,0.0,291000.0,102831000.0,31908000.0,645890000.0,611431000.0,34459000.0,2023-09-30
44378200.0,44378200.0,27852000.0,745054000.0,745054000.0,672096000.0,745054000.0,745054000.0,745054000.0,745054000.0,745054000.0,301272000.0,443782000.0,443782000.0,228768000.0,0.0,,,0.0,0.0,0.0,0.0,,228768000.0,170536000.0,27852000.0,27852000.0,14955000.0,9989000.0,,9989000.0,973822000.0,72957000.0,,23740000.0,,,13696000.0,13696000.0,0.0,0.0,26504000.0,773000.0,773000.0,0.0,8244000.0,8244000.0,0.0,8244000.0,900864000.0,24384000.0,,,393000.0,101506000.0,41221000.0,733360000.0,631924000.0,101436000.0,2023-03-31
