Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS
0.0,0.326909,224846000.0,0.0,0.0,93394000.0,56025000.0,452851000.0,224846000.0,168821000.0,-30067000.0,30067000.0,93394000.0,93394000.0,668386000.0,93394000.0,93394000.0,0.0,93394000.0,0.0,93394000.0,0.0,93394000.0,45360000.0,138754000.0,38938000.0,0.0,-30067000.0,30067000.0,129884000.0,215535000.0,40581000.0,56025000.0,56025000.0,345419000.0,452851000.0,798270000.0,798270000.0,2024-03-31,,,,
0.0,0.172938,214263000.0,0.0,0.0,149211000.0,16145000.0,401672000.0,214263000.0,198118000.0,-17707000.0,17707000.0,149211000.0,149211000.0,551543000.0,149211000.0,149211000.0,0.0,149211000.0,,149211000.0,0.0,149211000.0,31200000.0,180411000.0,21791000.0,0.0,-17707000.0,17707000.0,176327000.0,149871000.0,42814000.0,16145000.0,16145000.0,326198000.0,401672000.0,727870000.0,727870000.0,2023-12-31,,,,
0.0,0.176319,218263000.0,0.0,0.0,144906000.0,28980000.0,382819000.0,218263000.0,189283000.0,-13358000.0,13358000.0,144906000.0,144906000.0,535196000.0,144906000.0,144906000.0,0.0,144906000.0,,144906000.0,0.0,144906000.0,31019000.0,175925000.0,15421000.0,0.0,-13358000.0,13358000.0,173862000.0,152377000.0,41922000.0,28980000.0,28980000.0,326239000.0,382819000.0,709058000.0,709058000.0,2023-09-30,,,,
0.0,0.174877,188620000.0,0.0,0.0,133438000.0,15225000.0,428052000.0,188620000.0,173395000.0,-11676000.0,11676000.0,133438000.0,133438000.0,529161000.0,133438000.0,133438000.0,0.0,133438000.0,0.0,133438000.0,0.0,133438000.0,28281000.0,161719000.0,14484000.0,0.0,-11676000.0,11676000.0,158911000.0,101109000.0,31166000.0,15225000.0,15225000.0,260020000.0,428052000.0,688072000.0,688072000.0,2023-06-30,,,,
0.0,0.3,149898000.0,0.0,0.0,133184000.0,20090000.0,415681000.0,149898000.0,129808000.0,-6082000.0,12011000.0,133184000.0,133184000.0,550949000.0,133184000.0,133184000.0,0.0,133184000.0,,133184000.0,0.0,133184000.0,-15387000.0,117797000.0,8904000.0,0.0,-6082000.0,12011000.0,112653000.0,135268000.0,32287000.0,20090000.0,20090000.0,247921000.0,415681000.0,663602000.0,663602000.0,2023-03-31,,,,
0.0,0.180002,234879000.0,0.0,0.0,144118000.0,31087000.0,367375000.0,234879000.0,203792000.0,-28038000.0,28038000.0,144118000.0,144118000.0,541913000.0,144118000.0,144118000.0,0.0,144118000.0,0.0,144118000.0,,144118000.0,31636000.0,175754000.0,19455000.0,0.0,-28038000.0,28038000.0,184337000.0,174538000.0,19307000.0,31087000.0,31087000.0,358875000.0,367375000.0,726250000.0,726250000.0,2024-06-30 00:00:00,12213390.0,12213390.0,11.8,11.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31 00:00:00,12212188.0,12212188.0,10.01,10.01
