Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Accrued Expenses,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Debt And Capital Lease Obligation,Current Debt,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Non Current Deferred Taxes Assets,Investments And Advances,Investmentin Financial Assets,Available For Sale Securities,Trading Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Prepaid Assets,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Non Current Deferred Taxes Liabilities
0.0,492685295.0,492685295.0,1665284000.0,121646415000.0,123715313000.0,121646415000.0,122050029000.0,122400029000.0,122050029000.0,122050029000.0,7016000.0,48187652000.0,65872504000.0,4926853000.0,4926853000.0,511032938000.0,1856124000.0,1133763000.0,350000000.0,350000000.0,100880602000.0,1315284000.0,1315284000.0,36295756000.0,75730000.0,2144000.0,2201454000.0,34016428000.0,633082967000.0,2926245000.0,485843677000.0,453088852000.0,108455017000.0,0.0,3228709000.0,403614000.0,403614000.0,0.0,6604911000.0,-1888120000.0,8493031000.0,939922000.0,1394381000.0,2435602000.0,1311356000.0,2411770000.0,4868590000.0,12066947000.0,109003736000.0,36100594000.0,32754825000.0,3345769000.0,2024-03-31,
0.0,492284501.0,492284501.0,350000000.0,116973400000.0,117323400000.0,116973400000.0,116973400000.0,117323400000.0,116973400000.0,116973400000.0,,0.0,,4922800000.0,4922800000.0,499399700000.0,,,350000000.0,350000000.0,96741400000.0,,,,,,,,616373100000.0,3908300000.0,468674800000.0,468674800000.0,468674800000.0,,,,,,6130200000.0,,,,,,,,,,,1331700000.0,,1331700000.0,2023-12-31,
,491385853.0,491385853.0,350000000.0,113112500000.0,113462500000.0,113112500000.0,113112500000.0,113462500000.0,113112500000.0,113112500000.0,5100000.0,0.0,,4913900000.0,4913900000.0,485963400000.0,,,350000000.0,350000000.0,92880800000.0,,,,,,,,599075900000.0,3473600000.0,453122400000.0,453122400000.0,453122400000.0,,,,,,5760100000.0,,,,,,,,,,,702500000.0,,702500000.0,2023-09-30,
,491201153.0,491201153.0,350000000.0,109496800000.0,109846800000.0,109496800000.0,109496800000.0,109846800000.0,109496800000.0,109496800000.0,,0.0,,4912000000.0,4912000000.0,468198100000.0,,,350000000.0,350000000.0,93506000000.0,,,,,,,,577694900000.0,2981400000.0,449053000000.0,449053000000.0,449053000000.0,,,,,,5750600000.0,,,,,,,,,,,1072100000.0,,1072100000.0,2023-06-30,
,491125103.0,491125103.0,1200845000.0,103854465000.0,105640280000.0,103854465000.0,104439435000.0,104789435000.0,104439435000.0,104439435000.0,5006000.0,34160079000.0,64240539000.0,4911251000.0,4911251000.0,446422610000.0,1529807000.0,819760000.0,350000000.0,350000000.0,87864613000.0,850845000.0,850845000.0,30309558000.0,35950000.0,2536000.0,394833000.0,29876239000.0,550862045000.0,2653227000.0,427862490000.0,390134123000.0,115346925000.0,740902000.0,3441500000.0,584970000.0,584970000.0,0.0,5055025000.0,-1592285000.0,6647310000.0,253049000.0,1315650000.0,2168606000.0,498235000.0,2411770000.0,5431410000.0,9434249000.0,89121402000.0,39759660000.0,37728367000.0,2031293000.0,2023-03-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125088270000.0,,,,,,2022-12-31,
,493222003.0,493222003.0,,126625200000.0,126625200000.0,126625200000.0,126625200000.0,126625200000.0,126625200000.0,126625200000.0,36800000.0,0.0,,4932200000.0,4932200000.0,534763700000.0,,,,,110029300000.0,,,,,,,,661388900000.0,3499800000.0,510043800000.0,510043800000.0,510043800000.0,,,,,,7291600000.0,,,,,,,,,,,1231800000.0,,1231800000.0,2024-06-30 00:00:00,0.0
