Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Current Assets,Other Current Assets,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
90856485.0,90856485.0,73082000.0,3496184000.0,4311201000.0,2426472000.0,3496184000.0,73082000.0,4311201000.0,4311201000.0,4377608000.0,66407000.0,4311201000.0,3402636000.0,,,908565000.0,908565000.0,719049000.0,60601000.0,,,51728000.0,51728000.0,0.0,5253000.0,658448000.0,63562000.0,21354000.0,21354000.0,0.0,,3607000.0,32223000.0,,32223000.0,5096657000.0,2011737000.0,,7764000.0,999402000.0,999402000.0,815017000.0,157000.0,814860000.0,114187000.0,,114187000.0,114187000.0,,3084920000.0,91372000.0,,,,15961000.0,,,251890000.0,2725697000.0,2422340000.0,303357000.0,,2024-03-31
90856485.0,90856485.0,78887000.0,388676000.0,1203700000.0,239912000.0,388676000.0,78887000.0,1203700000.0,1203700000.0,1259089000.0,55389000.0,1203700000.0,,384989000.0,229127000.0,667265000.0,667265000.0,878587000.0,88479000.0,3837000.0,25000000.0,59642000.0,59642000.0,0.0,,790108000.0,,19245000.0,19245000.0,0.0,4686000.0,4686000.0,287119000.0,272247000.0,14872000.0,2137676000.0,1107656000.0,95572000.0,17304000.0,67280000.0,67280000.0,815024000.0,164000.0,814860000.0,85404000.0,-53937000.0,139341000.0,116503000.0,22838000.0,1030020000.0,23135000.0,17826000.0,25345000.0,61445000.0,26281000.0,26281000.0,256177000.0,4010000.0,638936000.0,425376000.0,213560000.0,213560000.0,2023-09-30
