Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-10373463.50122,0.14777,1040700000.0,-70200000.0,-70200000.0,314000000.0,346000000.0,4963900000.0,970500000.0,624500000.0,-173800000.0,173800000.0,373826536.49878,314000000.0,8214500000.0,,,,,314000000.0,314000000.0,0.0,314000000.0,-70100000.0,384100000.0,384100000.0,66600000.0,450700000.0,42300000.0,-70200000.0,,,-173800000.0,173800000.0,487400000.0,3250600000.0,1777000000.0,346000000.0,346000000.0,3738000000.0,4963900000.0,8701900000.0,8701900000.0,2024-03-31
0.0,0.182885,1091600000.0,0.0,0.0,389600000.0,321000000.0,4795700000.0,1091600000.0,770600000.0,-182800000.0,182800000.0,389600000.0,389600000.0,7789500000.0,14281525.0,14281525.0,27.28,27.28,389600000.0,389600000.0,0.0,389600000.0,-90700000.0,480300000.0,480300000.0,107500000.0,587800000.0,43000000.0,0.0,,,-182800000.0,182800000.0,580900000.0,2993800000.0,1513400000.0,321000000.0,321000000.0,3574700000.0,4795700000.0,8370400000.0,8370400000.0,2023-12-31
-246510000.0,0.3,885700000.0,-821700000.0,-821700000.0,406400000.0,349500000.0,5331400000.0,64000000.0,-285500000.0,-171200000.0,171200000.0,981590000.0,406400000.0,8928100000.0,14279691.0,14279691.0,28.46,28.46,406400000.0,406400000.0,0.0,406400000.0,-104300000.0,510700000.0,510700000.0,-967400000.0,-456700000.0,24000000.0,-821700000.0,,,-171200000.0,171200000.0,353200000.0,3596700000.0,1878600000.0,349500000.0,349500000.0,3949900000.0,5331400000.0,9281300000.0,9281300000.0,2023-09-30
-61500913.242009,0.309361,913100000.0,-198800000.0,-198800000.0,127700000.0,353500000.0,5035300000.0,714300000.0,360800000.0,-185600000.0,185600000.0,264999086.757991,127700000.0,8521300000.0,14284116.0,14284116.0,8.94,8.94,127700000.0,127700000.0,0.0,127700000.0,6700000.0,121000000.0,121000000.0,54200000.0,175200000.0,32300000.0,-198800000.0,,,-185600000.0,185600000.0,423300000.0,3486000000.0,1674900000.0,353500000.0,353500000.0,3909300000.0,5035300000.0,8944600000.0,8944600000.0,2023-06-30
-148860000.0,0.3,1910600000.0,-496200000.0,-496200000.0,194300000.0,463100000.0,11035900000.0,1414400000.0,951300000.0,-222400000.0,225000000.0,541640000.0,194300000.0,13834200000.0,,,,,194300000.0,194300000.0,0.0,194300000.0,-200500000.0,394800000.0,394800000.0,331500000.0,726300000.0,-282300000.0,-503000000.0,344300000.0,,-222400000.0,225000000.0,1768900000.0,2798300000.0,-1115900000.0,463100000.0,412000000.0,4567200000.0,11035900000.0,15603100000.0,15603100000.0,2023-03-31
,,,,,,,,,,,,,,,14280237.0,14280237.0,28.69,28.69,,,,,,,,,,,,24800000.0,26100000.0,,,,,,,,,,,,2022-12-31
570000.0,0.3,834000000.0,1900000.0,1900000.0,131200000.0,334900000.0,4735700000.0,835900000.0,501000000.0,-174500000.0,174500000.0,129870000.0,131200000.0,7911200000.0,14276387.0,14276387.0,9.19,9.19,131200000.0,131200000.0,0.0,131200000.0,-63800000.0,195000000.0,195000000.0,131500000.0,326500000.0,65900000.0,1900000.0,,,-174500000.0,174500000.0,397300000.0,3175500000.0,1595500000.0,334900000.0,334900000.0,3572800000.0,4735700000.0,8308500000.0,8308500000.0,2024-06-30 00:00:00
