Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.237223,258098000.0,0.0,0.0,50804000.0,159760000.0,872895000.0,258098000.0,98338000.0,-31734000.0,31734000.0,50804000.0,50804000.0,2257727000.0,,,,,50804000.0,50804000.0,0.0,50804000.0,0.0,50804000.0,50804000.0,15800000.0,66604000.0,67270000.0,0.0,,-31734000.0,31734000.0,31068000.0,1384832000.0,953571000.0,159760000.0,159760000.0,1415900000.0,872895000.0,2288795000.0,2288795000.0,2024-03-31
0.0,0.240968,644239000.0,0.0,0.0,372971000.0,130413000.0,1355196000.0,644239000.0,513826000.0,-22449000.0,22449000.0,372971000.0,372971000.0,2587834000.0,114408282.0,114408282.0,3.26,3.26,372971000.0,372971000.0,0.0,372971000.0,0.0,372971000.0,372971000.0,118406000.0,491377000.0,77157000.0,0.0,,-22449000.0,22449000.0,436669000.0,1232638000.0,894876000.0,130413000.0,130413000.0,1669307000.0,1355196000.0,3024503000.0,3024503000.0,2023-12-31
0.0,0.246234,500673000.0,0.0,0.0,242698000.0,160412000.0,1111345000.0,500673000.0,340261000.0,-27620000.0,27620000.0,242698000.0,242698000.0,2819740000.0,114480189.0,114480189.0,2.12,2.12,242698000.0,242698000.0,0.0,242698000.0,7040000.0,235658000.0,235658000.0,76983000.0,312641000.0,39538000.0,0.0,,-27620000.0,27620000.0,300723000.0,1708395000.0,1144415000.0,160412000.0,160412000.0,2009118000.0,1111345000.0,3120463000.0,3120463000.0,2023-09-30
0.0,0.365448,282529000.0,0.0,0.0,72252000.0,161356000.0,825997000.0,282529000.0,121173000.0,-20762000.0,20762000.0,72252000.0,72252000.0,2406320000.0,114685714.0,114685714.0,0.63,0.63,72252000.0,72252000.0,0.0,72252000.0,8536000.0,63716000.0,63716000.0,36695000.0,100411000.0,21860000.0,0.0,,-20762000.0,20762000.0,99313000.0,1580323000.0,1047290000.0,161356000.0,161356000.0,1679636000.0,825997000.0,2505633000.0,2505633000.0,2023-06-30
39657068.251145,0.220854,268754000.0,179562000.0,179562000.0,220898000.0,147920000.0,2486966000.0,448316000.0,300396000.0,8544000.0,14203000.0,80993068.251145,220898000.0,4924350000.0,,,,,240934000.0,240934000.0,-20036000.0,220898000.0,-2088000.0,222986000.0,222986000.0,63207000.0,286193000.0,2432001000.0,153057000.0,-157097000.0,8544000.0,14203000.0,-2335786000.0,2437384000.0,,147920000.0,145047000.0,101598000.0,2486966000.0,2588564000.0,2588564000.0,2023-03-31
,,,,,,,,,,,,,,,114580576.0,114580576.0,1.39,1.39,,,,,,,,,,,,-42527000.0,,,,,645637000.0,,,,,,,2022-12-31
0.0,0.281106,366847000.0,0.0,0.0,92935000.0,193749000.0,686583000.0,366847000.0,173098000.0,-43823000.0,43823000.0,92935000.0,92935000.0,2072163000.0,114734568.0,114734568.0,0.81,0.81,92935000.0,92935000.0,0.0,92935000.0,0.0,92935000.0,92935000.0,36340000.0,129275000.0,77157000.0,0.0,,-43823000.0,43823000.0,95941000.0,1385580000.0,930409000.0,193749000.0,193749000.0,1481521000.0,686583000.0,2168104000.0,2168104000.0,2024-06-30 00:00:00
