Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Current Assets,Restricted Cash,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Dividends Payable
3000000.0,3000000.0,,565130000.0,565140000.0,63610000.0,565130000.0,,565140000.0,565140000.0,565140000.0,565140000.0,535140000.0,,,30000000.0,30000000.0,32070000.0,31728000.0,597000.0,,10934000.0,,,12195000.0,342000.0,342000.0,170000.0,26000.0,146000.0,597210000.0,533258000.0,1063000.0,,0.0,525497000.0,,525497000.0,,5012000.0,10000.0,10000.0,1676000.0,,,,,63952000.0,,,,0.0,0.0,63952000.0,16067000.0,47885000.0,,,2024-03-31,
3000000.0,3000000.0,,508271000.0,508284000.0,32008000.0,508271000.0,,508284000.0,508284000.0,508284000.0,508284000.0,478284000.0,,,30000000.0,30000000.0,33541000.0,31088000.0,755000.0,,9113000.0,,,11699000.0,2453000.0,2453000.0,98000.0,2188000.0,167000.0,541825000.0,507364000.0,5642000.0,,0.0,494048000.0,,494048000.0,,5067000.0,13000.0,13000.0,2594000.0,,,,,34461000.0,,,,0.0,,34461000.0,17798000.0,16663000.0,,,2023-09-30,
3000000.0,3000000.0,1373000.0,466791000.0,466807000.0,19798000.0,466791000.0,1373000.0,466807000.0,466807000.0,466807000.0,466807000.0,436807000.0,130791000.0,648000.0,30000000.0,30000000.0,23061000.0,21316000.0,-1000.0,11699000.0,0.0,1373000.0,1373000.0,11699000.0,1745000.0,1499000.0,423000.0,1037000.0,39000.0,489868000.0,468324000.0,75000.0,204000.0,3804000.0,457647000.0,25000000.0,30000000.0,402647000.0,5123000.0,16000.0,16000.0,1530000.0,-6874000.0,8404000.0,3793000.0,4611000.0,21543000.0,7260000.0,75000.0,422000.0,0.0,906000.0,12880000.0,7260000.0,12880000.0,0.0,12880000.0,2023-03-31,
