Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Net PPE,Accumulated Depreciation,Gross PPE,Machinery Furniture Equipment,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Other Receivables,Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
14467000.0,14467000.0,,11281000.0,745280000.0,756561000.0,597312000.0,745280000.0,745280000.0,752919000.0,745291000.0,11000.0,745280000.0,600610000.0,,,144670000.0,144670000.0,243046000.0,117727000.0,110088000.0,7639000.0,7639000.0,125319000.0,74255000.0,3642000.0,3642000.0,,46152000.0,,46152000.0,988337000.0,265706000.0,200614000.0,,34730000.0,34730000.0,17766000.0,,,,722631000.0,15242000.0,,549810000.0,,13038000.0,,144541000.0,107026000.0,37515000.0,,,2024-03-31
14467000.0,14467000.0,,11882000.0,730318000.0,742200000.0,520371000.0,730318000.0,730318000.0,740973000.0,730329000.0,11000.0,730318000.0,585648000.0,,,144670000.0,144670000.0,233057000.0,121001000.0,110346000.0,10655000.0,10655000.0,112056000.0,68348000.0,1227000.0,1227000.0,,42231000.0,,42231000.0,963386000.0,330959000.0,202027000.0,,95589000.0,95589000.0,19038000.0,,,,632427000.0,29736000.0,,553535000.0,,19495000.0,,29661000.0,10234000.0,19427000.0,,,2023-09-30
14467000.0,14467000.0,16611000.0,17764000.0,721582000.0,739346000.0,569291000.0,721582000.0,721582000.0,732863000.0,721593000.0,11000.0,721582000.0,576912000.0,-117182000.0,671959000.0,144670000.0,144670000.0,201387000.0,121676000.0,110395000.0,11281000.0,11281000.0,79711000.0,34236000.0,6483000.0,6483000.0,0.0,38317000.0,31621000.0,6696000.0,922980000.0,273978000.0,200435000.0,200540000.0,43361000.0,43361000.0,20163000.0,-6570000.0,26733000.0,26733000.0,649002000.0,11583000.0,17455000.0,554377000.0,128000.0,4569000.0,4569000.0,72473000.0,71320000.0,1153000.0,274000.0,879000.0,2023-03-31
