Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
625428680.0,625428680.0,1262200000.0,2459100000.0,-233800000.0,4245300000.0,-2794100000.0,-233800000.0,1106800000.0,2893000000.0,2920300000.0,2893000000.0,2893000000.0,2267600000.0,,,625400000.0,625400000.0,6786400000.0,1476800000.0,,167800000.0,,950900000.0,923600000.0,27300000.0,358100000.0,5309600000.0,322700000.0,1508200000.0,183200000.0,1325000000.0,,23000000.0,1073200000.0,,,1200000.0,1072000000.0,9679400000.0,7163900000.0,195800000.0,,665200000.0,486800000.0,,486800000.0,,0.0,0.0,3126800000.0,3078900000.0,47900000.0,2426600000.0,,2426600000.0,,2426600000.0,,,,,2515500000.0,323200000.0,,,,,2056000000.0,,,136300000.0,46200000.0,90100000.0,,,2024-03-31
625428680.0,625428680.0,1714300000.0,1825700000.0,1740500000.0,5094500000.0,-1777100000.0,1740500000.0,42100000.0,3310900000.0,4164600000.0,3310900000.0,3310900000.0,2685500000.0,,,625400000.0,625400000.0,5967900000.0,1232800000.0,,,,883100000.0,29400000.0,853700000.0,349700000.0,4735100000.0,378800000.0,942600000.0,12700000.0,929900000.0,,21100000.0,936900000.0,,,2800000.0,934100000.0,9278800000.0,6320700000.0,1722400000.0,,572500000.0,509300000.0,,509300000.0,,113600000.0,113600000.0,1570400000.0,1522500000.0,47900000.0,1581700000.0,,1581700000.0,,1581700000.0,,,,,2958000000.0,574300000.0,23200000.0,,,,1819900000.0,,,540600000.0,471300000.0,69300000.0,,,2023-09-30
625428680.0,625428680.0,1892440000.0,1992590000.0,2217030000.0,5831690000.0,-938860000.0,2217030000.0,34160000.0,3873260000.0,5079350000.0,3873260000.0,3873260000.0,411750000.0,-1496800000.0,2638140000.0,625430000.0,625430000.0,4852730000.0,1545030000.0,321490000.0,,0.0,1223540000.0,17450000.0,1206090000.0,,3307700000.0,20000000.0,769050000.0,16710000.0,752340000.0,17380000.0,,2344290000.0,1557340000.0,390000.0,7780000.0,778780000.0,8725990000.0,6357150000.0,,14860000.0,372740000.0,473310000.0,215000000.0,,258310000.0,109600000.0,109600000.0,1656230000.0,1608320000.0,47910000.0,3472310000.0,-2516870000.0,5989180000.0,1704000000.0,331150000.0,3652630000.0,290670000.0,10730000.0,0.0,2368840000.0,,26700000.0,115920000.0,573610000.0,183950000.0,1402670000.0,-375730000.0,1778400000.0,65990000.0,,65990000.0,10220000.0,55770000.0,2023-03-31
