Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
317514043.0,317514043.0,3051000000.0,6326000000.0,10732900000.0,16076400000.0,5277000000.0,10732900000.0,2066100000.0,11816500000.0,13918200000.0,12674700000.0,858200000.0,11816500000.0,11499000000.0,,,,317500000.0,317500000.0,9350300000.0,4125700000.0,100000.0,,71100000.0,3858600000.0,1756900000.0,2101700000.0,19300000.0,5224600000.0,120200000.0,2467400000.0,309200000.0,2158200000.0,16400000.0,696300000.0,,191900000.0,504400000.0,22025000000.0,11523400000.0,145300000.0,,470100000.0,470100000.0,351800000.0,1083600000.0,9000000.0,1074600000.0,9250500000.0,,9250500000.0,230800000.0,9019700000.0,,,,,10501600000.0,2957200000.0,,,2026900000.0,,,,,614400000.0,,1578700000.0,3324400000.0,2115500000.0,1208900000.0,,2024-03-31
284891923.0,284891923.0,4303300000.0,4450900000.0,7839800000.0,13204900000.0,1203100000.0,7839800000.0,56100000.0,8810100000.0,9752300000.0,9601300000.0,791200000.0,8810100000.0,8525200000.0,,,,284900000.0,284900000.0,8576100000.0,3250100000.0,-200000.0,,188900000.0,998300000.0,56100000.0,942200000.0,4000000.0,5326000000.0,14400000.0,3452600000.0,,3452600000.0,224300000.0,1634700000.0,,202500000.0,1432200000.0,18177400000.0,11648400000.0,1042000000.0,,478200000.0,478200000.0,304500000.0,970300000.0,11700000.0,958600000.0,6876200000.0,,6876200000.0,424000000.0,6452200000.0,,,,,6529100000.0,738800000.0,,,2921500000.0,,,,,,,1559100000.0,1309700000.0,1218200000.0,91500000.0,,2023-09-30
284011923.0,284011923.0,3943900000.0,4122900000.0,7700300000.0,12806300000.0,5119500000.0,7700300000.0,69700000.0,8753100000.0,11628400000.0,8930700000.0,177600000.0,8753100000.0,5000000.0,103200000.0,4463600000.0,3877600000.0,284000000.0,284000000.0,7490500000.0,4703400000.0,200000.0,1589900000.0,168300000.0,2945000000.0,69700000.0,2875300000.0,,2787100000.0,56800000.0,1177900000.0,,1177900000.0,247600000.0,1304800000.0,35000000.0,35000000.0,1269800000.0,16421200000.0,8514700000.0,300000.0,338700000.0,,,304600000.0,1052800000.0,115100000.0,937700000.0,6379600000.0,-4936500000.0,11316100000.0,374000000.0,1996100000.0,6280500000.0,2302300000.0,363200000.0,0.0,7906600000.0,697800000.0,609100000.0,398400000.0,2930900000.0,31500000.0,1746200000.0,645200000.0,508000000.0,1858200000.0,697800000.0,1302900000.0,109300000.0,2865700000.0,109300000.0,109300000.0,2023-03-31
