Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Total Revenue,Operating Revenue,Date
0.0,0.257467,155296000.0,66580000.0,56898000.0,155296000.0,98398000.0,-8732000.0,8732000.0,66580000.0,66580000.0,434586000.0,,,,,66580000.0,66580000.0,0.0,66580000.0,66580000.0,66580000.0,23086000.0,89666000.0,9427000.0,-8732000.0,8732000.0,88970000.0,434586000.0,110308000.0,56898000.0,56898000.0,523556000.0,523556000.0,2024-03-31
0.0,0.287357,150842000.0,59696000.0,55790000.0,150842000.0,95052000.0,-11285000.0,11285000.0,59696000.0,59696000.0,326069000.0,198986667.0,198986667.0,0.3,0.3,59696000.0,59696000.0,0.0,59696000.0,59696000.0,59696000.0,24071000.0,83767000.0,3144000.0,-11285000.0,11285000.0,91909000.0,326069000.0,57851000.0,55790000.0,55790000.0,417978000.0,417978000.0,2023-12-31
0.0,0.288386,148337000.0,59276000.0,50595000.0,148337000.0,97742000.0,-14444000.0,14444000.0,59276000.0,59276000.0,312390000.0,197586667.0,197586667.0,0.3,0.3,59276000.0,59276000.0,0.0,59276000.0,59276000.0,59276000.0,24022000.0,83298000.0,11326000.0,-14444000.0,14444000.0,86416000.0,312390000.0,57912000.0,50595000.0,50595000.0,398806000.0,398806000.0,2023-09-30
0.0,0.289946,128076000.0,43216000.0,52226000.0,128076000.0,75850000.0,-14987000.0,14987000.0,43216000.0,43216000.0,326585000.0,188059509.0,188059509.0,0.2298,0.2298,43216000.0,43216000.0,0.0,43216000.0,43216000.0,43216000.0,17647000.0,60863000.0,45144000.0,-14987000.0,14987000.0,30706000.0,326585000.0,56335000.0,52226000.0,52226000.0,357291000.0,357291000.0,2023-06-30
0.0,0.378646,115056000.0,29528000.0,54957000.0,115056000.0,60099000.0,-2784000.0,12577000.0,29528000.0,29528000.0,325579000.0,,,,,29528000.0,29528000.0,0.0,29528000.0,29528000.0,29528000.0,17994000.0,47522000.0,-9014000.0,-2784000.0,12577000.0,31215000.0,325579000.0,-17778000.0,54957000.0,54957000.0,356794000.0,356794000.0,2023-03-31
,,,,,,,,,,,,194154545.0,194154545.0,0.11,0.11,,,,,,,,,,,,,,,,,,,2022-12-31
