Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Financial Assets,Hedging Assets Current
4241143.0,4241143.0,17720500000.0,28215000000.0,166772500000.0,187781100000.0,28395200000.0,166772500000.0,7463800000.0,167029900000.0,174271000000.0,167031600000.0,1700000.0,167029900000.0,166987500000.0,,,42400000.0,42400000.0,101462700000.0,24362400000.0,3352800000.0,,,,,4619700000.0,13793000000.0,6551900000.0,7241100000.0,2596900000.0,77100300000.0,26527700000.0,14422000000.0,911900000.0,13510100000.0,,4470500000.0,26570900000.0,,,43100000.0,26527800000.0,268494300000.0,162998800000.0,3608200000.0,,11496500000.0,11496500000.0,,257400000.0,257400000.0,144050100000.0,,144050100000.0,23845300000.0,120204800000.0,,,,,105495500000.0,3651600000.0,,,44685800000.0,,,,58300000.0,29119600000.0,,,27980200000.0,24949500000.0,3030700000.0,,,2024-03-31,,
4241143.0,4241143.0,21489300000.0,31353200000.0,158049700000.0,182599900000.0,20856100000.0,158049700000.0,7064100000.0,158310800000.0,165549300000.0,158312400000.0,1600000.0,158310800000.0,158268400000.0,,,42400000.0,42400000.0,99778000000.0,22745200000.0,2638400000.0,,,,,4288000000.0,13481700000.0,6243200000.0,7238500000.0,2337100000.0,77032800000.0,25226100000.0,17871500000.0,820900000.0,17050600000.0,,2500600000.0,24319400000.0,,,43800000.0,24275600000.0,258090400000.0,160201500000.0,4336900000.0,,11531500000.0,11531500000.0,,261100000.0,261100000.0,141277100000.0,,141277100000.0,31733800000.0,109543300000.0,,,,,97888900000.0,3917100000.0,,,40519300000.0,,,,65700000.0,28383800000.0,,,25003000000.0,22203200000.0,2799800000.0,,,2023-09-30,,
4241143.0,4241143.0,21809900000.0,30136100000.0,146817200000.0,171371600000.0,17483600000.0,146817200000.0,5841100000.0,147076600000.0,155312400000.0,147078200000.0,1600000.0,147076600000.0,147034200000.0,0.0,98600000.0,42400000.0,42400000.0,96615900000.0,21662700000.0,3900000.0,0.0,0.0,131800000.0,2206200000.0,3846300000.0,13322000000.0,5086200000.0,8235800000.0,2152500000.0,74953200000.0,17931800000.0,16814100000.0,754900000.0,16059200000.0,1222700000.0,2335300000.0,29231600000.0,3419400000.0,27600000.0,36700000.0,25747900000.0,243694100000.0,151257300000.0,100400000.0,5743500000.0,11129900000.0,10988800000.0,141100000.0,259400000.0,259400000.0,131378900000.0,-68092200000.0,199471100000.0,30458600000.0,14545800000.0,104704000000.0,42922600000.0,6840100000.0,0.0,92436800000.0,432400000.0,99800000.0,2149600000.0,41410500000.0,20224900000.0,3662800000.0,17522800000.0,449800000.0,25032700000.0,-31600000.0,25064300000.0,22862000000.0,20376900000.0,2485100000.0,489700000.0,1995400000.0,2023-03-31,,
