Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
25153861.0,25153861.0,366141000.0,431130000.0,1644232000.0,2013314000.0,535009000.0,1644232000.0,62673000.0,1644857000.0,1892605000.0,1644857000.0,1644857000.0,1393318000.0,,,251539000.0,251539000.0,978671000.0,645852000.0,172664000.0,,151718000.0,304730000.0,56982000.0,247748000.0,16740000.0,332819000.0,73779000.0,,126400000.0,5691000.0,120709000.0,29971000.0,88465000.0,,0.0,88465000.0,2623528000.0,1755700000.0,159424000.0,,3463000.0,,625000.0,625000.0,1591598000.0,,1591598000.0,240924000.0,1350674000.0,,,,,867828000.0,48064000.0,,,218324000.0,,,,,1254000.0,4654000.0,257034000.0,338498000.0,336182000.0,2316000.0,,2024-03-31
25153861.0,25153861.0,150393000.0,221177000.0,1676857000.0,1834042000.0,530960000.0,1676857000.0,63992000.0,1676857000.0,1726150000.0,1676857000.0,1676857000.0,1425318000.0,,,251539000.0,251539000.0,633628000.0,385578000.0,92663000.0,,161375000.0,108685000.0,59392000.0,49293000.0,22855000.0,248050000.0,86022000.0,,112492000.0,4600000.0,107892000.0,23436000.0,17736000.0,,0.0,17736000.0,2310485000.0,1531475000.0,129579000.0,,3388000.0,,0.0,,1397928000.0,,1397928000.0,31211000.0,1366717000.0,,,,,779010000.0,77264000.0,,,168886000.0,,,,,888000.0,3108000.0,140280000.0,388584000.0,381792000.0,6792000.0,,2023-09-30
25153861.0,25153861.0,158109000.0,224771000.0,1692917000.0,1852569000.0,634392000.0,1692917000.0,65119000.0,1692917000.0,1757561000.0,1692917000.0,1692917000.0,1441379000.0,1234375000.0,208206000.0,251539000.0,251539000.0,683729000.0,423155000.0,92665000.0,16912000.0,188364000.0,125214000.0,60570000.0,64644000.0,16912000.0,260574000.0,116338000.0,50000.0,99557000.0,4549000.0,95008000.0,24654000.0,106120000.0,95287000.0,50000.0,10833000.0,2376646000.0,1481680000.0,3000.0,133390000.0,2710000.0,2710000.0,0.0,,1345577000.0,-1048259000.0,2393836000.0,108543000.0,1237037000.0,2116405000.0,129792000.0,39096000.0,0.0,894966000.0,35448000.0,50000.0,31129000.0,125554000.0,995000.0,10132000.0,5902000.0,108525000.0,4877000.0,0.0,122213000.0,611143000.0,609600000.0,1543000.0,1543000.0,2023-03-31
