Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Treasury Shares Number
10292168.0,10292168.0,4371387000.0,4372228000.0,1101276000.0,5499064000.0,391660000.0,1101276000.0,1126836000.0,2636004000.0,1126836000.0,1126836000.0,1023914000.0,,,102922000.0,102922000.0,5048625000.0,1615247000.0,1499000.0,0.0,94455000.0,1509168000.0,1509168000.0,3433378000.0,19540000.0,2863060000.0,2863060000.0,,249633000.0,,,249633000.0,6175461000.0,2350423000.0,10776000.0,,26525000.0,26525000.0,25560000.0,25560000.0,2285877000.0,,2285877000.0,1696000.0,2284181000.0,,,,,3825038000.0,232585000.0,,,2102238000.0,,,,9966000.0,17283000.0,1435945000.0,27021000.0,26180000.0,841000.0,,2024-03-31,
10292168.0,10292168.0,3765405000.0,3767846000.0,1041649000.0,4835876000.0,437925000.0,1041649000.0,1068030000.0,2670496000.0,1068030000.0,1068030000.0,965108000.0,,,102922000.0,102922000.0,4639143000.0,1689553000.0,1691000.0,0.0,75131000.0,1602466000.0,1602466000.0,2949590000.0,16133000.0,2165380000.0,2165380000.0,,424181000.0,,,424181000.0,5707173000.0,2319658000.0,34853000.0,,26525000.0,26525000.0,26381000.0,26381000.0,2230263000.0,,2230263000.0,16089000.0,2214174000.0,,,,,3387515000.0,214248000.0,,,1819593000.0,,,,9938000.0,14676000.0,1310785000.0,18275000.0,15834000.0,2441000.0,,2023-09-30,
10292168.0,10292168.0,3455204000.0,3456546000.0,1013619000.0,4497253000.0,378193000.0,1013619000.0,1040707000.0,2633420000.0,1040707000.0,1040707000.0,937785000.0,483175000.0,195569000.0,102922000.0,102922000.0,4341852000.0,1662833000.0,1673000.0,284000.0,57631000.0,1592713000.0,1592713000.0,2679019000.0,21952000.0,1863833000.0,1863833000.0,54098000.0,524794000.0,59204000.0,1981000.0,463609000.0,5382559000.0,2325347000.0,170000.0,35325000.0,26534000.0,26534000.0,27088000.0,27088000.0,2261554000.0,-895250000.0,3156804000.0,0.0,103864000.0,2386627000.0,648245000.0,18068000.0,0.0,3057212000.0,195966000.0,1981000.0,28152000.0,1854348000.0,870365000.0,361887000.0,622096000.0,192177000.0,5885000.0,975328000.0,5226000.0,3884000.0,1342000.0,1342000.0,2023-03-31,
