Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number
23727934.0,23727934.0,900800000.0,10729500000.0,12974600000.0,16219600000.0,-2050800000.0,12974600000.0,8182600000.0,13672700000.0,13672700000.0,13672700000.0,13672700000.0,13435100000.0,,,237600000.0,237600000.0,20936300000.0,6026800000.0,13900000.0,,6004800000.0,6004800000.0,0.0,8100000.0,14909500000.0,453700000.0,4724700000.0,2177800000.0,2546900000.0,1481300000.0,6073200000.0,,,6073200000.0,34609000000.0,21750300000.0,145500000.0,,1044800000.0,879700000.0,879700000.0,698100000.0,698100000.0,18265900000.0,,18265900000.0,734600000.0,17531300000.0,,,,,12858700000.0,560700000.0,,,,518300000.0,,,2300000.0,6704300000.0,,,5073100000.0,3427000000.0,1646100000.0,,,2024-03-31,
23727934.0,23727934.0,1163000000.0,10956800000.0,11377800000.0,14666200000.0,-524600000.0,11377800000.0,8456800000.0,12166200000.0,14666200000.0,12166200000.0,12166200000.0,11928600000.0,,,237600000.0,237600000.0,20581500000.0,8837300000.0,16000000.0,,8806600000.0,6306600000.0,2500000000.0,14700000.0,11744200000.0,773100000.0,2150200000.0,2150200000.0,0.0,1326000000.0,5968200000.0,,,5968200000.0,32747700000.0,21528100000.0,226000000.0,,1017200000.0,759600000.0,759600000.0,788400000.0,788400000.0,17696200000.0,,17696200000.0,115000000.0,17581200000.0,,,,,11219600000.0,687900000.0,,,,463400000.0,,,1000000.0,7294000000.0,,,2773300000.0,1436300000.0,1337000000.0,,,2023-09-30,
23727934.0,23727934.0,1574600000.0,11213500000.0,11065900000.0,14307700000.0,-555100000.0,11065900000.0,8701400000.0,11795600000.0,14295600000.0,11795600000.0,11795600000.0,6200000.0,10577000000.0,347500000.0,237600000.0,237600000.0,20434800000.0,9276200000.0,8200000.0,144200000.0,9096300000.0,6596300000.0,2500000000.0,27500000.0,11158600000.0,552100000.0,2117200000.0,2105100000.0,12100000.0,701400000.0,8078100000.0,2221700000.0,5400000.0,5851000000.0,32230400000.0,21626900000.0,198800000.0,944100000.0,1023800000.0,0.0,749000000.0,729700000.0,729700000.0,18029700000.0,-14003900000.0,32033600000.0,4147500000.0,1935900000.0,15502800000.0,10051100000.0,396300000.0,0.0,10603500000.0,907200000.0,115000000.0,17500000.0,850500000.0,393500000.0,30600000.0,362900000.0,4400000.0,6576000000.0,-34800000.0,6610800000.0,2646600000.0,1709100000.0,937500000.0,0.0,937500000.0,2023-03-31,
