Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Current Assets,Other Current Assets,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Treasury Shares Number
4322886.0,4322886.0,,0.0,908236000.0,908236000.0,542951000.0,908236000.0,908236000.0,908236000.0,908236000.0,908236000.0,865007000.0,,43229000.0,43229000.0,134826000.0,28155000.0,-2000.0,5409000.0,22748000.0,0.0,0.0,106671000.0,47449000.0,,0.0,0.0,69000.0,59153000.0,,0.0,59153000.0,1043062000.0,393440000.0,250201000.0,,2589000.0,2589000.0,115241000.0,25409000.0,,,,,649622000.0,357618000.0,,591000.0,74850000.0,95952000.0,120611000.0,67570000.0,53041000.0,,2024-03-31,
4322886.0,4322886.0,4993000.0,60269000.0,868563000.0,928832000.0,644159000.0,868563000.0,868563000.0,893563000.0,868563000.0,868563000.0,825334000.0,,43229000.0,43229000.0,427389000.0,52178000.0,,4335000.0,22843000.0,25000000.0,25000000.0,375211000.0,240855000.0,80000000.0,35269000.0,35269000.0,52000.0,19035000.0,,,19035000.0,1295952000.0,276582000.0,130570000.0,,2385000.0,2385000.0,116642000.0,26985000.0,,,,,1019370000.0,834867000.0,,261000.0,97117000.0,6245000.0,80880000.0,25604000.0,55276000.0,,2023-09-30,
4322886.0,4322886.0,144596000.0,175473000.0,919293000.0,1094766000.0,748175000.0,919293000.0,919293000.0,974293000.0,919293000.0,919293000.0,,311709000.0,43229000.0,43229000.0,529441000.0,82165000.0,1000.0,4321000.0,22843000.0,55000000.0,55000000.0,447276000.0,11272000.0,80000000.0,120473000.0,120473000.0,52000.0,96482000.0,6346000.0,,90136000.0,1448734000.0,253283000.0,,125572000.0,,,118043000.0,9596000.0,-36736000.0,46332000.0,-1000.0,46333000.0,1195451000.0,608000.0,818871000.0,79000.0,81947000.0,209907000.0,84039000.0,53162000.0,30877000.0,30877000.0,2023-03-31,
