Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
0.0,36880562.0,36880562.0,1869422000.0,2166466000.0,6068915000.0,8906440000.0,2106432000.0,6068915000.0,6739974000.0,7876386000.0,6827580000.0,87606000.0,6739974000.0,6371168000.0,368806000.0,368806000.0,4131453000.0,1279752000.0,130180000.0,1136412000.0,1136412000.0,13160000.0,2851701000.0,343599000.0,1030054000.0,1030054000.0,131960000.0,1346088000.0,1346088000.0,10959033000.0,6000900000.0,447331000.0,27725000.0,27725000.0,671059000.0,103050000.0,568009000.0,4854785000.0,4854785000.0,1254232000.0,3600553000.0,4958133000.0,753549000.0,1567341000.0,15506000.0,25097000.0,2063521000.0,533119000.0,236075000.0,297044000.0,2024-03-31
,36880562.0,36880562.0,671654000.0,1012194000.0,5665422000.0,7317305000.0,3022953000.0,5665422000.0,6305111000.0,6734597000.0,6451238000.0,146127000.0,6305111000.0,5936305000.0,368806000.0,368806000.0,3228825000.0,537409000.0,98107000.0,429486000.0,429486000.0,9816000.0,2691416000.0,244192000.0,582708000.0,582708000.0,138274000.0,1726242000.0,1726242000.0,9680063000.0,3965693000.0,,76833000.0,76833000.0,639689000.0,78452000.0,561237000.0,3243975000.0,3243975000.0,919908000.0,2324067000.0,5714369000.0,913638000.0,1641513000.0,14153000.0,41510000.0,2059839000.0,1043716000.0,703176000.0,340540000.0,2023-09-30
,36437062.0,36437062.0,,36003000.0,5525011000.0,5975595000.0,3072313000.0,5525011000.0,5939592000.0,5945851000.0,5939592000.0,,5939592000.0,5575221000.0,364371000.0,364371000.0,1729792000.0,101331000.0,88258000.0,6259000.0,6259000.0,6814000.0,1628461000.0,64339000.0,29744000.0,29744000.0,113901000.0,1420477000.0,1420477000.0,7669384000.0,2968610000.0,,78918000.0,78918000.0,414581000.0,211352000.0,203229000.0,2472905000.0,2472905000.0,255176000.0,2217729000.0,4700774000.0,574164000.0,1191730000.0,13358000.0,32209000.0,2302611000.0,586702000.0,281376000.0,305326000.0,2023-03-31
