Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Pensionand Other Post Retirement Benefit Plans Current
11303120.0,11303120.0,1275100000.0,1584300000.0,18624800000.0,20151300000.0,3457700000.0,18624800000.0,84300000.0,18651300000.0,18651300000.0,18651300000.0,18651300000.0,18594800000.0,,56500000.0,56500000.0,6398000000.0,1186500000.0,1105600000.0,69400000.0,69400000.0,11500000.0,5211500000.0,1327500000.0,,1514900000.0,14900000.0,1500000000.0,219900000.0,2114800000.0,,,19600000.0,2095200000.0,25049300000.0,16380100000.0,36100000.0,,15002700000.0,15002700000.0,26500000.0,26500000.0,1298900000.0,,1298900000.0,25100000.0,1273800000.0,,,,,8669200000.0,176800000.0,,,0.0,2623500000.0,,,,,,7700000.0,3794800000.0,,,2066400000.0,1841500000.0,224900000.0,,2024-03-31,
11303120.0,11303120.0,1843500000.0,2133000000.0,14698700000.0,16767100000.0,4528800000.0,14698700000.0,83000000.0,14717100000.0,14717100000.0,14717100000.0,14717100000.0,14660600000.0,,56500000.0,56500000.0,6666700000.0,773100000.0,691900000.0,69700000.0,69700000.0,11500000.0,5893600000.0,1411400000.0,,2063300000.0,13300000.0,2050000000.0,203100000.0,2172900000.0,,,79100000.0,2093800000.0,21383800000.0,10961400000.0,57800000.0,,9710700000.0,9710700000.0,18400000.0,18400000.0,1157900000.0,,1157900000.0,82900000.0,1075000000.0,,,,,10422400000.0,177600000.0,,,0.0,3259900000.0,,,,,,5200000.0,3475600000.0,,,3504100000.0,3297600000.0,206500000.0,,2023-09-30,
11303120.0,11303120.0,2720613000.0,2951154000.0,13756038000.0,16651651000.0,4362589000.0,13756038000.0,76497000.0,13776994000.0,13776994000.0,13776994000.0,13776994000.0,13720500000.0,3266277000.0,56516000.0,56516000.0,6738200000.0,665721000.0,590142000.0,64109000.0,64109000.0,11470000.0,6072479000.0,1048900000.0,17201000.0,2887045000.0,12388000.0,2874657000.0,154982000.0,2309595000.0,371810000.0,2333000.0,17200000.0,1935452000.0,20515194000.0,10080126000.0,52100000.0,77873000.0,8787240000.0,8787240000.0,20956000.0,20956000.0,1100684000.0,-649792000.0,1750476000.0,36786000.0,1063900000.0,1070454000.0,642755000.0,481000.0,0.0,10435068000.0,1648000.0,2000.0,6801000.0,2805668000.0,3166562000.0,7871000.0,1384588000.0,1112571000.0,661532000.0,125715000.0,5200000.0,3862149000.0,-68600000.0,3930749000.0,466523000.0,312479000.0,154044000.0,154044000.0,2023-03-31,
