Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
0.0,257125940.0,257125940.0,3339383000.0,3396552000.0,4880008000.0,8221110000.0,269166000.0,4880008000.0,55450000.0,4880008000.0,7159831000.0,4880008000.0,4880008000.0,4472882000.0,,407126000.0,407126000.0,5307310000.0,2582039000.0,228983000.0,,2323158000.0,43335000.0,2279823000.0,29898000.0,2725271000.0,5365000.0,,1073394000.0,12115000.0,1061279000.0,,2687000.0,1610781000.0,,0.0,1610781000.0,10187318000.0,7192881000.0,8639000.0,394295000.0,648182000.0,,648182000.0,6141765000.0,6141765000.0,59854000.0,6081911000.0,2994437000.0,221911000.0,,,1821225000.0,,,,,566060000.0,,,385241000.0,383522000.0,1719000.0,,2024-03-31
,257125940.0,257125940.0,3002005000.0,3002939000.0,4845524000.0,7848463000.0,265316000.0,4845524000.0,,4845524000.0,6693134000.0,4845524000.0,4845524000.0,4438398000.0,,407126000.0,407126000.0,4901888000.0,2089380000.0,218110000.0,,1847610000.0,,1847610000.0,23660000.0,2812508000.0,4921000.0,,1155329000.0,,1155329000.0,,2196000.0,1613434000.0,,,1613434000.0,9747412000.0,6669588000.0,119000.0,393338000.0,607019000.0,,,5669112000.0,5669112000.0,237427000.0,5431685000.0,3077824000.0,270769000.0,,,1721673000.0,,,,4146000.0,617025000.0,,,464211000.0,463277000.0,934000.0,,2023-09-30
0.0,257125940.0,257125940.0,2828055000.0,2830496000.0,4814666000.0,7645162000.0,441040000.0,4814666000.0,,4814666000.0,6650632000.0,4814666000.0,4814666000.0,4407540000.0,1154889000.0,407126000.0,407126000.0,4617589000.0,2033709000.0,173967000.0,23776000.0,1835966000.0,,1835966000.0,,2583880000.0,4914000.0,0.0,994530000.0,,994530000.0,2592000.0,,1546665000.0,601000.0,0.0,1546064000.0,9432255000.0,6407335000.0,119000.0,398031000.0,607009000.0,30000000.0,577009000.0,5402176000.0,5402176000.0,45575000.0,5356601000.0,3024920000.0,36303000.0,241391000.0,274699000.0,1611476000.0,507593000.0,14722000.0,1089161000.0,54817000.0,817295000.0,0.0,817295000.0,25242000.0,22801000.0,2441000.0,2441000.0,2023-03-31
