Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,-1014300000.0,-1057900000.0,30700000.0,299100000.0,-1014300000.0,-1045000000.0,-9100000.0,9100000.0,-1057900000.0,-1057900000.0,1254600000.0,,,,,-1057900000.0,-1057900000.0,0.0,-1057900000.0,-1057900000.0,-1057900000.0,3800000.0,-1054100000.0,44000000.0,-9100000.0,9100000.0,-1089000000.0,955500000.0,130400000.0,30700000.0,30700000.0,294100000.0,294100000.0,-133500000.0,299100000.0,165600000.0,165600000.0,2024-03-31
0.0,0.0,-962300000.0,-996500000.0,31600000.0,327400000.0,-962300000.0,-993900000.0,-2600000.0,2600000.0,-996500000.0,-996500000.0,1196400000.0,324592834.0,324592834.0,-3.07,-3.07,-996500000.0,-996500000.0,0.0,-996500000.0,-996500000.0,-996500000.0,0.0,-996500000.0,63900000.0,-2600000.0,2600000.0,-1057800000.0,869000000.0,139400000.0,31600000.0,31600000.0,398200000.0,398200000.0,-188800000.0,327400000.0,138600000.0,138600000.0,2023-12-31
0.0,0.0,-829800000.0,-864200000.0,31800000.0,246800000.0,-829800000.0,-861600000.0,-2600000.0,2600000.0,-864200000.0,-864200000.0,1158300000.0,324887218.0,324887218.0,-2.66,-2.66,-864200000.0,-864200000.0,0.0,-864200000.0,-864200000.0,-864200000.0,0.0,-864200000.0,84900000.0,-2600000.0,2600000.0,-946500000.0,911500000.0,153800000.0,31800000.0,31800000.0,418800000.0,418800000.0,-35000000.0,246800000.0,211800000.0,211800000.0,2023-09-30
0.0,0.0,-919900000.0,-953500000.0,31000000.0,421500000.0,-919900000.0,-950900000.0,-2600000.0,2600000.0,-953500000.0,-953500000.0,1292300000.0,324319728.0,324319728.0,-2.94,-2.94,-953500000.0,-953500000.0,0.0,-953500000.0,-953500000.0,-953500000.0,0.0,-953500000.0,101900000.0,-2600000.0,2600000.0,-1052800000.0,870800000.0,115100000.0,31000000.0,31000000.0,413500000.0,413500000.0,-182000000.0,421500000.0,239500000.0,239500000.0,2023-06-30
0.0,0.0,-788380000.0,-819935000.0,29408000.0,640705000.0,-788380000.0,-817788000.0,73807000.0,2147000.0,-819935000.0,-819935000.0,1380144000.0,,,,,-819935000.0,-819935000.0,0.0,-819935000.0,-819935000.0,-819935000.0,0.0,-819935000.0,-1332000.0,73807000.0,2147000.0,-903243000.0,739439000.0,21662000.0,29408000.0,29408000.0,353592000.0,353592000.0,-163804000.0,640705000.0,476901000.0,476901000.0,2023-03-31
,,,,,,,,,,,,,324887218.0,324887218.0,-2.66,-2.66,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.3,-918000000.0,-959000000.0,31400000.0,230700000.0,-918000000.0,-949400000.0,-5600000.0,5600000.0,-959000000.0,-959000000.0,1133100000.0,323986486.0,323986486.0,-2.96,-2.96,-959000000.0,-959000000.0,0.0,-959000000.0,-959000000.0,-959000000.0,4000000.0,-955000000.0,15600000.0,-5600000.0,5600000.0,-965000000.0,902400000.0,108400000.0,31400000.0,31400000.0,220000000.0,220000000.0,-62600000.0,230700000.0,168100000.0,168100000.0,2024-06-30 00:00:00
