Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
29286400.0,29286400.0,47859000.0,71312000.0,741382000.0,792108000.0,548200000.0,741382000.0,20586000.0,741382000.0,768444000.0,741382000.0,741382000.0,448518000.0,,,292864000.0,292864000.0,348454000.0,37754000.0,1000.0,,,27062000.0,0.0,27062000.0,10691000.0,310700000.0,209134000.0,44250000.0,20586000.0,23664000.0,,9633000.0,47069000.0,,,47069000.0,1089836000.0,230936000.0,,,11661000.0,108157000.0,108157000.0,111118000.0,111118000.0,0.0,111118000.0,858900000.0,412685000.0,,43167000.0,,,300381000.0,38533000.0,61267000.0,,,2867000.0,2867000.0,,2024-03-31
29286400.0,29286400.0,98360000.0,148276000.0,779340000.0,883212000.0,571257000.0,779340000.0,44404000.0,779340000.0,812039000.0,779340000.0,779340000.0,486476000.0,,,292864000.0,292864000.0,504205000.0,43928000.0,,,,32699000.0,0.0,32699000.0,11229000.0,460277000.0,194689000.0,115577000.0,44404000.0,71173000.0,,13410000.0,136480000.0,,,136480000.0,1283545000.0,252011000.0,-1000.0,,11843000.0,116584000.0,116584000.0,123585000.0,123585000.0,0.0,123585000.0,1031534000.0,452448000.0,,43690000.0,,,387007000.0,54516000.0,88361000.0,,,5512000.0,5512000.0,,2023-09-30
29286400.0,29286400.0,86423000.0,158779000.0,775869000.0,867357000.0,549001000.0,775869000.0,67291000.0,775869000.0,795169000.0,775869000.0,775869000.0,482999000.0,-761231000.0,727863000.0,292864000.0,292864000.0,479696000.0,49451000.0,-6000.0,9571000.0,0.0,39886000.0,20586000.0,19300000.0,9571000.0,430245000.0,208422000.0,118893000.0,46705000.0,72188000.0,14604000.0,14603000.0,88326000.0,774000.0,0.0,87552000.0,1255565000.0,276319000.0,-1000.0,66484000.0,11843000.0,1000.0,1000.0,149593000.0,149593000.0,0.0,149593000.0,979246000.0,427388000.0,381958000.0,39672000.0,8837000.0,30835000.0,381455000.0,39664000.0,85499000.0,0.0,85499000.0,5065000.0,5065000.0,5065000.0,2023-03-31
