Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Fixed Assets Revaluation Reserve
6016875.0,6016875.0,75328000.0,89280000.0,6256913000.0,6345514000.0,1586623000.0,6256913000.0,1610000.0,6257844000.0,6257844000.0,6257844000.0,6257844000.0,6197640000.0,,,60204000.0,60204000.0,547310000.0,139670000.0,1317000.0,,,132443000.0,4000.0,4000.0,,5906000.0,407640000.0,49092000.0,,89276000.0,1606000.0,87670000.0,,31210000.0,106518000.0,,,1457000.0,105061000.0,6805154000.0,4810891000.0,23956000.0,,2706511000.0,,2706511000.0,,0.0,931000.0,931000.0,2062244000.0,,2062244000.0,40960000.0,2021284000.0,,,,,1994263000.0,50891000.0,,,,1066413000.0,,,,,,,301841000.0,,,575118000.0,562776000.0,12342000.0,,2024-03-31,
6016875.0,6016875.0,9768000.0,44595000.0,5945788000.0,5987887000.0,1716132000.0,5945788000.0,3585000.0,5946877000.0,5946877000.0,5946877000.0,5946877000.0,5886673000.0,,,60204000.0,60204000.0,465071000.0,125046000.0,1388000.0,,,117699000.0,4000.0,4000.0,,5955000.0,340025000.0,40794000.0,,44591000.0,3581000.0,41010000.0,,24312000.0,123924000.0,,,17179000.0,106745000.0,6411948000.0,4355791000.0,4019000.0,,2254856000.0,,2254856000.0,,0.0,1089000.0,1089000.0,2082589000.0,,2082589000.0,56316000.0,2026273000.0,,,,,2056157000.0,70628000.0,,,,1038294000.0,,,,,,,307497000.0,,,639738000.0,608496000.0,31242000.0,,2023-09-30,
6016875.0,6016875.0,26692000.0,68013000.0,5726850000.0,5790632000.0,1863028000.0,5726850000.0,5475000.0,5728094000.0,5728094000.0,5728094000.0,5728094000.0,5667890000.0,1321068000.0,7492000.0,60204000.0,60204000.0,491268000.0,122513000.0,1561000.0,5590000.0,1561000.0,113752000.0,1610000.0,1610000.0,0.0,5590000.0,368755000.0,250000.0,10039000.0,66403000.0,3865000.0,62538000.0,160147000.0,20997000.0,84746000.0,16458000.0,17590000.0,10039000.0,50698000.0,6219362000.0,3987579000.0,6201000.0,2372000.0,1883287000.0,417426000.0,32000.0,1465829000.0,2047000.0,1244000.0,1244000.0,2082951000.0,-1830839000.0,3913790000.0,48150000.0,151637000.0,1515225000.0,1055866000.0,1142912000.0,0.0,2231783000.0,25461000.0,0.0,17590000.0,54863000.0,1003218000.0,235000.0,230239000.0,174052000.0,598692000.0,25854000.0,4064000.0,338460000.0,0.0,338460000.0,762273000.0,726427000.0,35846000.0,35846000.0,2023-03-31,
