Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.355427,904590000.0,70310000.0,205060000.0,4269680000.0,904590000.0,699530000.0,-590450000.0,590450000.0,,70310000.0,70310000.0,7212950000.0,,,,,70310000.0,70310000.0,0.0,70310000.0,0.0,70310000.0,70310000.0,38770000.0,109080000.0,283870000.0,-590450000.0,590450000.0,,415680000.0,2943270000.0,1820110000.0,205060000.0,205060000.0,3358950000.0,4269680000.0,7628630000.0,7628630000.0,2024-03-31
0.0,0.294013,1029390000.0,150820000.0,201270000.0,4036920000.0,1029390000.0,828120000.0,-614490000.0,614490000.0,,150820000.0,150820000.0,6309330000.0,94855346.0,94855346.0,1.59,1.59,150820000.0,150820000.0,0.0,150820000.0,0.0,150820000.0,150820000.0,62810000.0,213630000.0,288160000.0,-614490000.0,614490000.0,,539990000.0,2272410000.0,1167260000.0,201270000.0,201270000.0,2812400000.0,4036920000.0,6849320000.0,6849320000.0,2023-12-31
0.0,0.394138,1078490000.0,149460000.0,193110000.0,4268720000.0,1078490000.0,885380000.0,-638690000.0,638690000.0,,149460000.0,149460000.0,6851020000.0,94594937.0,94594937.0,1.58,1.58,149460000.0,149460000.0,0.0,149460000.0,0.0,149460000.0,149460000.0,97230000.0,246690000.0,324020000.0,-638690000.0,638690000.0,,561360000.0,2582300000.0,1481020000.0,193110000.0,193110000.0,3143660000.0,4268720000.0,7412380000.0,7412380000.0,2023-09-30
0.0,0.302713,967070000.0,120540000.0,182770000.0,6473100000.0,967070000.0,784300000.0,-611430000.0,611430000.0,,120540000.0,120540000.0,8608140000.0,94913386.0,94913386.0,1.27,1.27,120540000.0,120540000.0,0.0,120540000.0,,120540000.0,120540000.0,52330000.0,172870000.0,313310000.0,-611430000.0,611430000.0,,470990000.0,2135040000.0,1156120000.0,182770000.0,182770000.0,2606030000.0,6473100000.0,9079130000.0,9079130000.0,2023-06-30
0.0,0.3,1322640000.0,486050000.0,178370000.0,8569770000.0,1322640000.0,1144270000.0,-540050000.0,474520000.0,71190000.0,486050000.0,486050000.0,10936570000.0,,,,,486050000.0,486050000.0,0.0,486050000.0,,486050000.0,486050000.0,-631700000.0,669750000.0,178370000.0,-540050000.0,474520000.0,71190000.0,1098360000.0,2366800000.0,49880000.0,178370000.0,176230000.0,3465160000.0,8569770000.0,12034930000.0,12034930000.0,2023-03-31
,,,,,,,,,,63000000.0,,,,94940299.0,94940299.0,3.35,3.35,,,,,0.0,,,,,,,,63000000.0,,,,,,,,,,2022-12-31
0.0,0.3,853750000.0,60560000.0,203590000.0,3762080000.0,853750000.0,650160000.0,-539200000.0,539200000.0,,60560000.0,60560000.0,6048390000.0,94625000.0,94625000.0,0.64,0.64,60560000.0,60560000.0,0.0,60560000.0,0.0,60560000.0,60560000.0,50400000.0,110960000.0,294600000.0,-539200000.0,539200000.0,,355560000.0,2286310000.0,1153140000.0,203590000.0,203590000.0,2641870000.0,3762080000.0,6403950000.0,6403950000.0,2024-06-30 00:00:00
