Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
97869822.0,97869822.0,1317140000.0,2709920000.0,11707440000.0,13753530000.0,9359350000.0,11707440000.0,678500000.0,11722110000.0,12032150000.0,12236080000.0,513970000.0,11722110000.0,11526370000.0,,,195740000.0,195740000.0,7163860000.0,1002560000.0,,,20430000.0,939780000.0,629740000.0,310040000.0,42350000.0,6161300000.0,285570000.0,,1770140000.0,48760000.0,1721380000.0,,10310000.0,3721780000.0,,,0.0,3721780000.0,19399940000.0,3879290000.0,29020000.0,,0.0,154600000.0,,154600000.0,,,8310000.0,14670000.0,11370000.0,3300000.0,3669540000.0,,3669540000.0,85750000.0,3583790000.0,,,,,15520650000.0,1762770000.0,,,4477470000.0,,,,48070000.0,30110000.0,6232580000.0,,,2969650000.0,2255370000.0,714280000.0,,,2024-03-31
97869822.0,97869822.0,2765690000.0,3849430000.0,7684050000.0,11054090000.0,5338020000.0,7684050000.0,493250000.0,7697910000.0,7853720000.0,8107930000.0,410020000.0,7697910000.0,,6251060000.0,460000000.0,160000000.0,160000000.0,9847810000.0,650170000.0,,36410000.0,0.0,613760000.0,457950000.0,155810000.0,,9197640000.0,28270000.0,124420000.0,3235670000.0,35300000.0,3200370000.0,12680000.0,,5572130000.0,270240000.0,130000.0,,5301760000.0,17955740000.0,3420080000.0,-20000.0,100570000.0,5500000.0,1860000.0,40000.0,,1820000.0,0.0,8350000.0,13860000.0,10560000.0,3300000.0,2948140000.0,-791220000.0,3739360000.0,806770000.0,99040000.0,1297310000.0,953270000.0,582970000.0,0.0,14535660000.0,58050000.0,854610000.0,1307020000.0,4791870000.0,10000.0,668360000.0,4123500000.0,114150000.0,,6819470000.0,-68010000.0,6887480000.0,590490000.0,,590490000.0,11930000.0,578560000.0,2023-06-30
97869822.0,97869822.0,1226790000.0,2199840000.0,7238410000.0,8948230000.0,4738060000.0,7238410000.0,504590000.0,7252980000.0,7475960000.0,7602060000.0,349080000.0,7252980000.0,,5803060000.0,460000000.0,160000000.0,160000000.0,8532290000.0,721040000.0,-10000.0,34810000.0,0.0,686240000.0,463260000.0,222980000.0,,7811250000.0,93850000.0,16810000.0,1513600000.0,41330000.0,1472270000.0,12280000.0,,5839850000.0,167180000.0,130000.0,,5672540000.0,16134350000.0,3585040000.0,30000.0,92840000.0,960000.0,1640000.0,40000.0,,1600000.0,0.0,8360000.0,14570000.0,11270000.0,3300000.0,2899260000.0,-745540000.0,3644800000.0,726690000.0,98930000.0,1282940000.0,953270000.0,582970000.0,0.0,12549310000.0,55130000.0,613950000.0,1138600000.0,4508660000.0,,595050000.0,3913610000.0,146210000.0,,5618300000.0,-63830000.0,5682130000.0,468460000.0,,468460000.0,2840000.0,465620000.0,2023-03-31
