Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
24690797.0,24690797.0,69700000.0,7448200000.0,7448400000.0,5420600000.0,7448200000.0,69500000.0,7448200000.0,7448200000.0,7448200000.0,7448200000.0,7324800000.0,,,123400000.0,123400000.0,1801100000.0,229100000.0,,50700000.0,50700000.0,176200000.0,1572000000.0,50400000.0,,19000000.0,18800000.0,200000.0,,545700000.0,690700000.0,,,74800000.0,615900000.0,9249300000.0,2256700000.0,779900000.0,,153700000.0,21700000.0,21700000.0,69400000.0,,69400000.0,69400000.0,,,,6992600000.0,160400000.0,0.0,,,448600000.0,,,,414700000.0,,,5968900000.0,5519100000.0,449800000.0,,,2024-03-31
24690797.0,24690797.0,82600000.0,7022800000.0,7022800000.0,4576400000.0,7022800000.0,82600000.0,7022800000.0,7022800000.0,7022800000.0,7022800000.0,6899400000.0,,,123400000.0,123400000.0,1682900000.0,291600000.0,,64300000.0,64300000.0,224400000.0,1391300000.0,27000000.0,,18300000.0,18300000.0,,,523000000.0,553100000.0,,,117400000.0,435700000.0,8705700000.0,2738000000.0,873200000.0,,151100000.0,27600000.0,27600000.0,78300000.0,,78300000.0,78300000.0,,,,5967700000.0,104500000.0,0.0,,,415600000.0,,,,438200000.0,,,5009400000.0,4611400000.0,398000000.0,,,2023-09-30
24690797.0,24690797.0,215100000.0,7756600000.0,7756600000.0,5178400000.0,7756600000.0,215100000.0,7756600000.0,7756600000.0,7756600000.0,7756600000.0,-400000.0,7597200000.0,36400000.0,123400000.0,123400000.0,2072800000.0,477900000.0,226100000.0,173900000.0,173900000.0,226100000.0,1594900000.0,37800000.0,60800000.0,41200000.0,41200000.0,,0.0,557100000.0,672500000.0,60600000.0,15200000.0,60800000.0,596700000.0,9829400000.0,3056100000.0,891000000.0,68500000.0,158000000.0,6400000.0,6400000.0,192500000.0,-76000000.0,268500000.0,174000000.0,47700000.0,46800000.0,0.0,6773300000.0,127200000.0,400000.0,15200000.0,47500000.0,547200000.0,547200000.0,130000000.0,7200000.0,361600000.0,-23300000.0,384900000.0,5544200000.0,5350000000.0,194200000.0,150000000.0,44200000.0,2023-03-31
