Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
388752.0,108429196.0,108817948.0,,160100000.0,21644800000.0,21701200000.0,13437300000.0,21644800000.0,122800000.0,21663900000.0,21663900000.0,21663900000.0,21663900000.0,21121500000.0,,,542400000.0,542400000.0,7553400000.0,1033300000.0,,555100000.0,64600000.0,64600000.0,0.0,210600000.0,6520100000.0,598000000.0,95500000.0,58200000.0,37300000.0,,348800000.0,3763000000.0,,,76200000.0,3686800000.0,29217300000.0,9259900000.0,241800000.0,,500800000.0,500800000.0,19100000.0,19100000.0,8498200000.0,,8498200000.0,170700000.0,8327500000.0,,,,,19957400000.0,1211300000.0,,,10866900000.0,,,,,0.0,7180800000.0,,,698400000.0,348500000.0,349900000.0,,2024-03-31
991380.0,107826568.0,108817948.0,2030800000.0,2293700000.0,19823300000.0,21963100000.0,11542500000.0,19823300000.0,153900000.0,19823300000.0,19823300000.0,19823300000.0,19823300000.0,19284000000.0,,,539300000.0,539300000.0,8985300000.0,1081700000.0,,614800000.0,68200000.0,68200000.0,0.0,204100000.0,7903600000.0,562500000.0,2225500000.0,85700000.0,2139800000.0,,346600000.0,3141400000.0,,,0.0,3141400000.0,28808600000.0,9362500000.0,144100000.0,,335800000.0,335800000.0,,,8882600000.0,,8882600000.0,87800000.0,8794800000.0,,,,,19446100000.0,1319300000.0,,,10875100000.0,,,,,7800000.0,6741000000.0,,,502900000.0,393900000.0,109000000.0,,2023-09-30
1207374.0,107610574.0,108817948.0,4028300000.0,4177700000.0,18635900000.0,22675300000.0,9993700000.0,18635900000.0,138300000.0,18635900000.0,18635900000.0,18635900000.0,18635900000.0,149000000.0,13787900000.0,1210800000.0,538100000.0,538100000.0,11935800000.0,1055200000.0,178300000.0,669800000.0,68200000.0,68200000.0,0.0,178300000.0,10880600000.0,724500000.0,4109500000.0,70100000.0,4039400000.0,116800000.0,344600000.0,6126800000.0,1924200000.0,5200000.0,131800000.0,4065600000.0,30571700000.0,9697400000.0,151000000.0,255800000.0,337000000.0,337000000.0,,,9209400000.0,-7291900000.0,16501300000.0,84700000.0,9124700000.0,13273400000.0,2705900000.0,437300000.0,0.0,20874300000.0,1435000000.0,5200000.0,624300000.0,11523300000.0,5217300000.0,1264400000.0,5041600000.0,1241200000.0,0.0,7469200000.0,-71800000.0,7541000000.0,11100000.0,435700000.0,11100000.0,11100000.0,2023-03-31
